gob_offset,flag,uncomp_size,crc32,name,path,method
0x280c800,122,2895,0x637db561,.\common\hud\vscr4.csv,gfc_extracted\./common/hud/vscr4.csv,crc
0x280d000,122,3694,0xd91f67d5,.\common\items\itemscfg.csv,gfc_extracted\./common/items/itemscfg.csv,crc
0x280d800,48,67579,0x78c10bf0,,gfc_extracted\block_02405\block_02405.png,content
0x281e000,48,67579,0xee6868ba,,gfc_extracted\block_02406\block_02406.bin,content
0x282e800,48,67579,0xef73243e,,gfc_extracted\block_02407\block_02407.bin,content
0x283f000,48,67579,0xa4fc92e7,,gfc_extracted\block_02408\block_02408.bin,content
0x284f800,48,61435,0x17dfad5c,,gfc_extracted\block_02409\block_02409.bin,content
0x285e800,48,67579,0x89445837,,gfc_extracted\block_02410\block_02410.png,content
0x286f000,48,67579,0xb33b401f,,gfc_extracted\block_02411\block_02411.bin,content
0x287f800,48,67579,0x195dce33,,gfc_extracted\block_02412\block_02412.bin,content
0x2890000,48,67579,0x7f3e3bbf,,gfc_extracted\block_02413\block_02413.bin,content
0x28a0800,48,59387,0x9945a231,,gfc_extracted\block_02414\block_02414.bin,content
0x28af000,48,67579,0x795b1c44,,gfc_extracted\block_02415\block_02415.png,content
0x28bf800,48,67579,0x4084d80b,,gfc_extracted\block_02416\block_02416.bin,content
0x28d0000,48,67579,0x863be6a6,,gfc_extracted\block_02417\block_02417.bin,content
0x28e0800,48,67579,0xb9a2451a,,gfc_extracted\block_02418\block_02418.bin,content
0x28f1000,48,67579,0xa2c42a04,,gfc_extracted\block_02419\block_02419.bin,content
0x2901800,48,38907,0x453881b4,,gfc_extracted\block_02420\block_02420.bin,content
0x290b000,48,67579,0x8ed00814,,gfc_extracted\block_02421\block_02421.png,content
0x291b800,48,67579,0x20e81d5b,,gfc_extracted\block_02422\block_02422.bin,content
0x292c000,48,67579,0xe1ca38e9,,gfc_extracted\block_02423\block_02423.bin,content
0x293c800,48,67579,0x48bc4910,,gfc_extracted\block_02424\block_02424.bin,content
0x294d000,48,67579,0xc4d604ad,,gfc_extracted\block_02425\block_02425.bin,content
0x295d800,48,2043,0x133d9df6,,gfc_extracted\block_02426\block_02426.bin,content
0x295e000,48,67579,0x1d747d62,,gfc_extracted\block_02427\block_02427.png,content
0x296e800,48,67579,0xc434c6aa,,gfc_extracted\block_02428\block_02428.bin,content
0x297f000,48,67579,0x55b31b7c,,gfc_extracted\block_02429\block_02429.bin,content
0x298f800,48,67579,0x1086d352,,gfc_extracted\block_02430\block_02430.bin,content
0x29a0000,48,53243,0x2b2b6a8a,,gfc_extracted\block_02431\block_02431.bin,content
0x29ad000,48,67579,0x1e1be06e,,gfc_extracted\block_02432\block_02432.png,content
0x29bd800,48,67579,0x10681d5e,,gfc_extracted\block_02433\block_02433.bin,content
0x29ce000,48,67579,0x53f5a366,,gfc_extracted\block_02434\block_02434.bin,content
0x29de800,48,67579,0x42f99753,,gfc_extracted\block_02435\block_02435.bin,content
0x29ef000,48,67579,0x99f57d8e,,gfc_extracted\block_02436\block_02436.bin,content
0x29ff800,48,12283,0x38e37252,,gfc_extracted\block_02437\block_02437.bin,content
0x2a02800,48,67579,0x1c878d78,,gfc_extracted\block_02438\block_02438.png,content
0x2a13000,48,67579,0xdfcbfaa9,,gfc_extracted\block_02439\block_02439.bin,content
0x2a23800,48,67579,0x7e7ed1c0,,gfc_extracted\block_02440\block_02440.bin,content
0x2a34000,48,67579,0xbc7135b1,,gfc_extracted\block_02441\block_02441.bin,content
0x2a44800,48,67579,0xc7f07aac,,gfc_extracted\block_02442\block_02442.bin,content
0x2a55000,48,12283,0x8267e7db,,gfc_extracted\block_02443\block_02443.bin,content
0x2a58000,48,67579,0xbed1e184,,gfc_extracted\block_02444\block_02444.png,content
0x2a68800,48,67579,0xb9f2b78f,,gfc_extracted\block_02445\block_02445.bin,content
0x2a79000,48,67579,0x56732a5b,,gfc_extracted\block_02446\block_02446.bin,content
0x2a89800,48,67579,0x161ca2e8,,gfc_extracted\block_02447\block_02447.bin,content
0x2a9a000,48,67579,0x67eb6ffd,,gfc_extracted\block_02448\block_02448.bin,content
0x2aaa800,48,4091,0x74ce6439,,gfc_extracted\block_02449\block_02449.bin,content
0x2aab800,48,67579,0xe2372a3,,gfc_extracted\block_02450\block_02450.png,content
0x2abc000,48,67579,0x40430268,,gfc_extracted\block_02451\block_02451.bin,content
0x2acc800,48,67579,0x9fe2a974,,gfc_extracted\block_02452\block_02452.bin,content
0x2add000,48,67579,0x82ef73c3,,gfc_extracted\block_02453\block_02453.bin,content
0x2aed800,48,67579,0x946e848b,,gfc_extracted\block_02454\block_02454.bin,content
0x2afe000,48,22523,0x4312b994,,gfc_extracted\block_02455\block_02455.bin,content
0x2b03800,48,67579,0x71a8af84,,gfc_extracted\block_02456\block_02456.png,content
0x2b14000,48,67579,0xbafb66ae,,gfc_extracted\block_02457\block_02457.bin,content
0x2b24800,48,67579,0x5fb26dba,,gfc_extracted\block_02458\block_02458.bin,content
0x2b35000,48,67579,0x7b68baa0,,gfc_extracted\block_02459\block_02459.bin,content
0x2b45800,48,67579,0x49f0615e,,gfc_extracted\block_02460\block_02460.bin,content
0x2b56000,48,12283,0x8c96dc68,,gfc_extracted\block_02461\block_02461.bin,content
0x2b59000,48,67579,0x637791de,,gfc_extracted\block_02462\block_02462.png,content
0x2b69800,48,67579,0xc5ae9194,,gfc_extracted\block_02463\block_02463.bin,content
0x2b7a000,48,67579,0x7600148,,gfc_extracted\block_02464\block_02464.bin,content
0x2b8a800,48,67579,0xd77acd1a,,gfc_extracted\block_02465\block_02465.bin,content
0x2b9b000,48,67579,0xc3eb92de,,gfc_extracted\block_02466\block_02466.bin,content
0x2bab800,48,63483,0x5d28c743,,gfc_extracted\block_02467\block_02467.bin,content
0x2bbb000,48,67579,0x68a94259,,gfc_extracted\block_02468\block_02468.png,content
0x2bcb800,48,67579,0x83038408,,gfc_extracted\block_02469\block_02469.bin,content
0x2bdc000,48,67579,0xf91e3e6b,,gfc_extracted\block_02470\block_02470.bin,content
0x2bec800,48,67579,0xcbf5ce0f,,gfc_extracted\block_02471\block_02471.bin,content
0x2bfd000,48,67579,0x69c2a4e2,,gfc_extracted\block_02472\block_02472.bin,content
0x2c0d800,48,4091,0xa17097e4,,gfc_extracted\block_02473\block_02473.bin,content
0x2c0e800,48,67579,0x5db3c9f2,,gfc_extracted\block_02474\block_02474.png,content
0x2c1f000,48,67579,0xefd68f6,,gfc_extracted\block_02475\block_02475.bin,content
0x2c2f800,48,67579,0x3ee52233,,gfc_extracted\block_02476\block_02476.bin,content
0x2c40000,48,67579,0x3d58f87b,,gfc_extracted\block_02477\block_02477.bin,content
0x2c50800,48,55291,0x7a52ea26,,gfc_extracted\block_02478\block_02478.bin,content
0x2c5e000,48,67579,0xfda2f219,,gfc_extracted\block_02479\block_02479.png,content
0x2c6e800,48,67579,0x620817c2,,gfc_extracted\block_02480\block_02480.bin,content
0x2c7f000,48,67579,0xf3abde76,,gfc_extracted\block_02481\block_02481.bin,content
0x2c8f800,48,67579,0xd31a35ec,,gfc_extracted\block_02482\block_02482.bin,content
0x2ca0000,48,57339,0x5e5a46ea,,gfc_extracted\block_02483\block_02483.bin,content
0x2cae000,48,67579,0x8f46215a,,gfc_extracted\block_02484\block_02484.png,content
0x2cbe800,48,67579,0xcf3af22d,,gfc_extracted\block_02485\block_02485.bin,content
0x2ccf000,48,67579,0xccd78005,,gfc_extracted\block_02486\block_02486.bin,content
0x2cdf800,48,67579,0x22464a00,,gfc_extracted\block_02487\block_02487.bin,content
0x2cf0000,48,67579,0x46769894,,gfc_extracted\block_02488\block_02488.bin,content
0x2d00800,48,38907,0xb85288bf,,gfc_extracted\block_02489\block_02489.bin,content
0x2d0a000,48,67579,0x1e2e855e,,gfc_extracted\block_02490\block_02490.png,content
0x2d1a800,48,67579,0xb853989c,,gfc_extracted\block_02491\block_02491.bin,content
0x2d2b000,48,67579,0xb3b53c62,,gfc_extracted\block_02492\block_02492.bin,content
0x2d3b800,48,67579,0xb0128dab,,gfc_extracted\block_02493\block_02493.bin,content
0x2d4c000,48,67579,0x469a658b,,gfc_extracted\block_02494\block_02494.bin,content
0x2d5c800,48,43003,0xc05bb39,,gfc_extracted\block_02495\block_02495.bin,content
0x2d67000,122,143,0x81910703,.\common\obstacles\arena2_phantoms.csv,gfc_extracted\./common/obstacles/arena2_phantoms.csv,crc
0x2d67800,122,258,0xa08997db,.\common\obstacles\arena3_actions.csv,gfc_extracted\./common/obstacles/arena3_actions.csv,crc
0x2d68000,122,313,0xa7dfa635,.\common\obstacles\arena3_phantoms.csv,gfc_extracted\./common/obstacles/arena3_phantoms.csv,crc
0x2d68800,122,265,0x2f0673d4,.\common\obstacles\arena4_actions.csv,gfc_extracted\./common/obstacles/arena4_actions.csv,crc
0x2d69000,122,310,0xb5004cee,.\common\obstacles\arena4_phantoms.csv,gfc_extracted\./common/obstacles/arena4_phantoms.csv,crc
0x2d69800,122,658,0xe2091613,.\common\obstacles\arena5_actions.csv,gfc_extracted\./common/obstacles/arena5_actions.csv,crc
0x2d6a000,122,1136,0xaae5b002,.\common\obstacles\arena5_phantoms.csv,gfc_extracted\./common/obstacles/arena5_phantoms.csv,crc
0x2d6a800,122,1208,0xa28f0491,.\common\obstacles\barin1_actions.csv,gfc_extracted\./common/obstacles/barin1_actions.csv,crc
0x2d6b000,122,524,0xe00f6a5,.\common\obstacles\velorace_phantoms.csv,gfc_extracted\./common/obstacles/velorace_phantoms.csv,crc
0x2d6b800,122,1263,0xf791a70f,.\common\obstacles\velorace_timers.csv,gfc_extracted\./common/obstacles/velorace_timers.csv,crc
0x2d6c000,122,477,0xe6b73525,.\common\physics\kabase.csv,gfc_extracted\./common/physics/kabase.csv,crc
0x2d6c800,48,2043,0xa0b6fd64,,gfc_extracted\block_02507\block_02507.bin,content
0x2d6d000,122,402,0x84b5911e,.\common\ui\eng\credits.csv,gfc_extracted\./common/ui/eng/credits.csv,crc
0x2d6d800,122,402,0x84b5911e,.\common\ui\eng\credits.csv,gfc_extracted\./common/ui/eng/credits.csv,crc
0x2d6e000,122,402,0x84b5911e,.\common\ui\eng\credits.csv,gfc_extracted\./common/ui/eng/credits.csv,crc
0x2d6e800,122,402,0x84b5911e,.\common\ui\eng\credits.csv,gfc_extracted\./common/ui/eng/credits.csv,crc
0x2d6f000,122,402,0x84b5911e,.\common\ui\eng\credits.csv,gfc_extracted\./common/ui/eng/credits.csv,crc
0x2d6f800,122,65536,0x9f49ac89,,gfc_extracted\block_02513\block_02513.csv,content
0x2d71000,122,65536,0xcc4c600b,,gfc_extracted\block_02514\block_02514.bin,content
0x2d72800,122,42857,0xe97a76a4,,gfc_extracted\block_02515\block_02515.csv,content
0x2d73800,122,1598,0xe2775704,.\common\hud\adv-crystal.csv,gfc_extracted\./common/hud/adv-crystal.csv,crc
0x2d74000,122,648,0x2790eec2,.\common\hud\adv-ctr.csv,gfc_extracted\./common/hud/adv-ctr.csv,crc
0x2d74800,122,1932,0xfcd024f7,.\common\hud\adv-gem.csv,gfc_extracted\./common/hud/adv-gem.csv,crc
0x2d75000,122,1836,0xd2c09b31,.\common\hud\adv-hub.csv,gfc_extracted\./common/hud/adv-hub.csv,crc
0x2d75800,122,980,0x81d197b7,.\common\hud\adv-relic.csv,gfc_extracted\./common/hud/adv-relic.csv,crc
0x2d76000,122,1327,0xc011fd6a,.\common\hud\adv-trophy.csv,gfc_extracted\./common/hud/adv-trophy.csv,crc
0x2d76800,122,1877,0x5cc571c7,.\common\hud\arcade1.csv,gfc_extracted\./common/hud/arcade1.csv,crc
0x2d77000,122,1746,0xaf7d935e,.\common\hud\arcade2.csv,gfc_extracted\./common/hud/arcade2.csv,crc
0x2d77800,122,2587,0x5250268d,.\hud\arcade2_ffa.csv,gfc_extracted\./hud/arcade2_ffa.csv,crc
0x2d78000,122,2189,0x903854ae,.\hud\arenaeditor.csv,gfc_extracted\./hud/arenaeditor.csv,crc
0x2d78800,122,1100,0xd03b77e0,.\common\hud\attract.csv,gfc_extracted\./common/hud/attract.csv,crc
0x2d79000,122,102,0x3f75e1bd,.\common\hud\batl_crc1.csv,gfc_extracted\./common/hud/batl_crc1.csv,crc
0x2d79800,122,1520,0x91901952,.\common\hud\batl_crc1_ffa.csv,gfc_extracted\./common/hud/batl_crc1_ffa.csv,crc
0x2d7a000,122,1180,0x4b092c5b,.\common\hud\batl_crc2.csv,gfc_extracted\./common/hud/batl_crc2.csv,crc
0x2d7a800,122,2917,0xd33e438,.\hud\batl_crc2_ffa.csv,gfc_extracted\./hud/batl_crc2_ffa.csv,crc
0x2d7b000,122,2399,0x59def08,.\hud\batl_ctf1.csv,gfc_extracted\./hud/batl_ctf1.csv,crc
0x2d7b800,122,1372,0x9c1ecaab,.\common\hud\batl_ctf2.csv,gfc_extracted\./common/hud/batl_ctf2.csv,crc
0x2d7c000,122,2995,0xb5f2064d,.\hud\batl_life1.csv,gfc_extracted\./hud/batl_life1.csv,crc
0x2d7c800,122,1514,0xa585dccb,.\common\hud\batl_life1_ffa.csv,gfc_extracted\./common/hud/batl_life1_ffa.csv,crc
0x2d7d000,122,1177,0xe7bf1199,.\common\hud\batl_life2.csv,gfc_extracted\./common/hud/batl_life2.csv,crc
0x2d7d800,122,2938,0x4b2f7853,.\hud\batl_life2_ffa.csv,gfc_extracted\./hud/batl_life2_ffa.csv,crc
0x2d7e000,122,2387,0xabcfadaa,.\hud\batl_pnt1.csv,gfc_extracted\./hud/batl_pnt1.csv,crc
0x2d7e800,122,1516,0x9f00cc77,.\common\hud\batl_pnt1_ffa.csv,gfc_extracted\./common/hud/batl_pnt1_ffa.csv,crc
0x2d7f000,122,1178,0x7713f10e,.\common\hud\batl_pnt2.csv,gfc_extracted\./common/hud/batl_pnt2.csv,crc
0x2d7f800,122,2913,0x545a6182,.\hud\batl_pnt2_ffa.csv,gfc_extracted\./hud/batl_pnt2_ffa.csv,crc
0x2d80000,122,2389,0xb6d8d9e,.\hud\batnl_crc2.csv,gfc_extracted\./hud/batnl_crc2.csv,crc
0x2d80800,122,2115,0xb7686279,.\hud\batnl_crc2_ffa.csv,gfc_extracted\./hud/batnl_crc2_ffa.csv,crc
0x2d81000,122,1893,0xd7416ccb,.\hud\batnl_crc3.csv,gfc_extracted\./hud/batnl_crc3.csv,crc
0x2d81800,122,4169,0xcfa74dc5,.\hud\batnl_crc3_ffa.csv,gfc_extracted\./hud/batnl_crc3_ffa.csv,crc
0x2d82000,122,2837,0x803b5ea5,.\hud\batnl_crc4.csv,gfc_extracted\./hud/batnl_crc4.csv,crc
0x2d82800,122,5404,0xa4033337,.\hud\batnl_crc4_ffa.csv,gfc_extracted\./hud/batnl_crc4_ffa.csv,crc
0x2d83000,122,3600,0x9d619870,.\hud\batnl_ctf2.csv,gfc_extracted\./hud/batnl_ctf2.csv,crc
0x2d83800,122,2421,0x9ff06d47,.\hud\batnl_ctf3.csv,gfc_extracted\./hud/batnl_ctf3.csv,crc
0x2d84000,122,3727,0x6e781501,.\hud\batnl_ctf4.csv,gfc_extracted\./hud/batnl_ctf4.csv,crc
0x2d84800,122,4783,0x335dc869,.\hud\batnl_life2.csv,gfc_extracted\./hud/batnl_life2.csv,crc
0x2d85000,122,2112,0x6677bc31,.\hud\batnl_life2_ffa.csv,gfc_extracted\./hud/batnl_life2_ffa.csv,crc
0x2d85800,122,1891,0x97019c06,.\hud\batnl_life3.csv,gfc_extracted\./hud/batnl_life3.csv,crc
0x2d86000,122,4160,0x8077fba8,.\hud\batnl_life3_ffa.csv,gfc_extracted\./hud/batnl_life3_ffa.csv,crc
0x2d86800,122,2828,0x581f7c65,.\hud\batnl_life4.csv,gfc_extracted\./hud/batnl_life4.csv,crc
0x2d87000,122,5396,0xeef78ff3,.\hud\batnl_life4_ffa.csv,gfc_extracted\./hud/batnl_life4_ffa.csv,crc
0x2d87800,122,3592,0x91761698,.\hud\batnl_pnt2.csv,gfc_extracted\./hud/batnl_pnt2.csv,crc
0x2d88000,122,2114,0xecbf14ea,.\hud\batnl_pnt2_ffa.csv,gfc_extracted\./hud/batnl_pnt2_ffa.csv,crc
0x2d88800,122,1891,0xd80a87e,.\hud\batnl_pnt3.csv,gfc_extracted\./hud/batnl_pnt3.csv,crc
0x2d89000,122,4163,0xe64eaa3e,.\hud\batnl_pnt3_ffa.csv,gfc_extracted\./hud/batnl_pnt3_ffa.csv,crc
0x2d89800,122,2831,0xf0de8d91,.\hud\batnl_pnt4.csv,gfc_extracted\./hud/batnl_pnt4.csv,crc
0x2d8a000,122,5398,0x41be3822,.\hud\batnl_pnt4_ffa.csv,gfc_extracted\./hud/batnl_pnt4_ffa.csv,crc
0x2d8a800,122,3594,0x31f675b0,.\hud\battle1.csv,gfc_extracted\./hud/battle1.csv,crc
0x2d8b000,122,667,0x18dcc353,.\common\hud\battle2.csv,gfc_extracted\./common/hud/battle2.csv,crc
0x2d8b800,122,1501,0x1dd18dff,.\hud\battle3.csv,gfc_extracted\./hud/battle3.csv,crc
0x2d8c000,122,2375,0xc428084b,.\hud\battle4.csv,gfc_extracted\./hud/battle4.csv,crc
0x2d8c800,122,3024,0x57ff44dc,.\hud\default.csv,gfc_extracted\./hud/default.csv,crc
0x2d8d000,122,1041,0xbcc9b4a8,.\common\hud\dotcolors.csv,gfc_extracted\./common/hud/dotcolors.csv,crc
0x2d8d800,122,437,0x69d99b48,.\common\hud\lobby1.csv,gfc_extracted\./common/hud/lobby1.csv,crc
0x2d8e000,122,2571,0x316e48f,.\common\hud\lobby2.csv,gfc_extracted\./common/hud/lobby2.csv,crc
0x2d8e800,122,3445,0x659e0deb,.\hud\maps\barin1.igb,gfc_extracted\./hud/maps/barin1.igb,crc
0x2d8f000,122,12024,0x84316317,.\common\hud\maps\barin1.png,gfc_extracted\./common/hud/maps/barin1.png,crc
0x2d91800,48,4091,0x4ad1d408,,gfc_extracted\block_02572\block_02572.png,content
0x2d92800,122,6212,0x30fa4abb,.\common\hud\maps\barin2.png,gfc_extracted\./common/hud/maps/barin2.png,crc
0x2d93800,48,2043,0x51369fde,,gfc_extracted\block_02574\block_02574.png,content
0x2d94000,122,6452,0xca30b74d,.\common\hud\maps\barin3.png,gfc_extracted\./common/hud/maps/barin3.png,crc
0x2d95000,48,4091,0x374a2907,,gfc_extracted\block_02576\block_02576.png,content
0x2d96000,122,7258,0x9c0027d6,.\common\hud\maps\earth1.png,gfc_extracted\./common/hud/maps/earth1.png,crc
0x2d97800,48,2043,0x9b5d985a,,gfc_extracted\block_02578\block_02578.png,content
0x2d98000,122,5548,0x2bc2e892,.\common\hud\maps\earth2.png,gfc_extracted\./common/hud/maps/earth2.png,crc
0x2d99000,48,2043,0x1bc35891,,gfc_extracted\block_02580\block_02580.png,content
0x2d99800,122,4788,0xbeb9aaf9,.\common\hud\maps\earth3.png,gfc_extracted\./common/hud/maps/earth3.png,crc
0x2d9a800,48,2043,0xc5aa992,,gfc_extracted\block_02582\block_02582.png,content
0x2d9b000,122,4966,0xeafba4f0,.\common\hud\maps\fenom1.png,gfc_extracted\./common/hud/maps/fenom1.png,crc
0x2d9c000,48,4091,0xe77f3804,,gfc_extracted\block_02584\block_02584.png,content
0x2d9d000,122,6654,0x36d670a4,.\common\hud\maps\fenom2.png,gfc_extracted\./common/hud/maps/fenom2.png,crc
0x2d9e000,48,2043,0xf4bb4cb0,,gfc_extracted\block_02586\block_02586.png,content
0x2d9e800,122,6394,0x852fbdb6,.\common\hud\maps\fenom3.png,gfc_extracted\./common/hud/maps/fenom3.png,crc
0x2d9f800,48,4091,0x624c040,,gfc_extracted\block_02588\block_02588.png,content
0x2da0800,122,8159,0xd5a74f87,.\common\hud\maps\hub1.png,gfc_extracted\./common/hud/maps/hub1.png,crc
0x2da2000,48,2043,0x3d20124,,gfc_extracted\block_02590\block_02590.png,content
0x2da2800,122,8159,0xd5a74f87,.\common\hud\maps\hub1.png,gfc_extracted\./common/hud/maps/hub1.png,crc
0x2da4000,48,2043,0x3d20124,,gfc_extracted\block_02592\block_02592.png,content
0x2da4800,122,8159,0xd5a74f87,.\common\hud\maps\hub1.png,gfc_extracted\./common/hud/maps/hub1.png,crc
0x2da6000,48,2043,0x3d20124,,gfc_extracted\block_02594\block_02594.png,content
0x2da6800,122,8159,0xd5a74f87,.\common\hud\maps\hub1.png,gfc_extracted\./common/hud/maps/hub1.png,crc
0x2da8000,48,2043,0x3d20124,,gfc_extracted\block_02596\block_02596.png,content
0x2da8800,122,5314,0x4b82f78c,.\common\hud\maps\teknee1.png,gfc_extracted\./common/hud/maps/teknee1.png,crc
0x2da9800,48,4091,0x8cace1c2,,gfc_extracted\block_02598\block_02598.png,content
0x2daa800,122,6996,0x5b4e8cf2,.\common\hud\maps\teknee2.png,gfc_extracted\./common/hud/maps/teknee2.png,crc
0x2dab800,48,2043,0x582bb62d,,gfc_extracted\block_02600\block_02600.png,content
0x2dac000,122,5806,0xc56e6fc1,.\common\hud\maps\teknee3.png,gfc_extracted\./common/hud/maps/teknee3.png,crc
0x2dad000,48,4091,0x316e38a4,,gfc_extracted\block_02602\block_02602.png,content
0x2dae000,122,6608,0x11c70420,.\common\hud\maps\velorace.png,gfc_extracted\./common/hud/maps/velorace.png,crc
0x2daf000,48,4091,0x3390c258,,gfc_extracted\block_02604\block_02604.png,content
0x2db0000,122,3418,0x86d26b1d,.\common\hud\postrace_base.csv,gfc_extracted\./common/hud/postrace_base.csv,crc
0x2db0800,122,7029,0xdd5bffeb,.\common\hud\spectator.csv,gfc_extracted\./common/hud/spectator.csv,crc
0x2db1800,122,107,0x6805d7e1,.\common\hud\timetrial.csv,gfc_extracted\./common/hud/timetrial.csv,crc
0x2db2000,122,1010,0x68ee5e81,.\common\hud\timetriallap.csv,gfc_extracted\./common/hud/timetriallap.csv,crc
0x2db2800,122,1003,0x99df7b36,.\common\hud\vs1.csv,gfc_extracted\./common/hud/vs1.csv,crc
0x2db3000,122,1293,0x25431376,.\common\hud\vs2.csv,gfc_extracted\./common/hud/vs2.csv,crc
0x2db3800,122,2669,0xd6952322,.\hud\vs3.csv,gfc_extracted\./hud/vs3.csv,crc
0x2db4000,122,4032,0x6bd21670,.\hud\vs4.csv,gfc_extracted\./hud/vs4.csv,crc
0x2db4800,122,5072,0x7438f630,.\hud\vscr1.csv,gfc_extracted\./hud/vscr1.csv,crc
0x2db5000,122,1117,0xc99d65e6,.\common\hud\vscr2.csv,gfc_extracted\./common/hud/vscr2.csv,crc
0x2db5800,122,2141,0x30cbc0e5,.\hud\vscr3.csv,gfc_extracted\./hud/vscr3.csv,crc
0x2db6000,122,3120,0x83a861ee,.\hud\vscr4.csv,gfc_extracted\./hud/vscr4.csv,crc
0x2db6800,122,3994,0xd3d979d6,.\ps2\audio\airrelease1.vag,gfc_extracted\./ps2/audio/airrelease1.vag,crc
0x2db7000,122,9120,0x1a5bcc63,.\ps2\audio\airrelease2.vag,gfc_extracted\./ps2/audio/airrelease2.vag,crc
0x2db9000,122,5104,0x1a3da826,.\ps2\audio\akudrum.vag,gfc_extracted\./ps2/audio/akudrum.vag,crc
0x2dba800,122,7776,0xccc2b28a,.\ps2\audio\arcing.vag,gfc_extracted\./ps2/audio/arcing.vag,crc
0x2dbc800,122,15680,0x8d7bed50,.\ps2\audio\armservo2.vag,gfc_extracted\./ps2/audio/armservo2.vag,crc
0x2dc0000,122,18016,0xca81d1cc,.\ps2\audio\balldrop.vag,gfc_extracted\./ps2/audio/balldrop.vag,crc
0x2dc4000,122,6144,0x74251520,.\ps2\audio\bclkstd.vag,gfc_extracted\./ps2/audio/bclkstd.vag,crc
0x2dc5800,122,10912,0x195c4076,.\ps2\audio\bigclockwhoosh.vag,gfc_extracted\./ps2/audio/bigclockwhoosh.vag,crc
0x2dc8000,122,10928,0x25727232,.\ps2\audio\bigtick.vag,gfc_extracted\./ps2/audio/bigtick.vag,crc
0x2dca800,122,11200,0xb6744306,.\ps2\audio\bluorb3.vag,gfc_extracted\./ps2/audio/bluorb3.vag,crc
0x2dcd000,122,15632,0x3f71e231,.\ps2\audio\bncepad1.vag,gfc_extracted\./ps2/audio/bncepad1.vag,crc
0x2dd0800,122,16864,0xaf2e07c3,.\ps2\audio\bombxpl3.vag,gfc_extracted\./ps2/audio/bombxpl3.vag,crc
0x2dd4000,122,8976,0xa08812e6,.\ps2\audio\bombxpl4.vag,gfc_extracted\./ps2/audio/bombxpl4.vag,crc
0x2dd6000,122,12576,0xf808711f,.\ps2\audio\boostpd2.vag,gfc_extracted\./ps2/audio/boostpd2.vag,crc
0x2dd9000,122,17760,0x99498819,.\ps2\audio\carhorn2.vag,gfc_extracted\./ps2/audio/carhorn2.vag,crc
0x2ddc800,122,6592,0x89c85570,.\ps2\audio\carhorn3.vag,gfc_extracted\./ps2/audio/carhorn3.vag,crc
0x2dde000,122,6480,0x58f12874,.\ps2\audio\carhorn4.vag,gfc_extracted\./ps2/audio/carhorn4.vag,crc
0x2ddf800,122,3984,0x7b0ba6d5,.\ps2\audio\carhorn5.vag,gfc_extracted\./ps2/audio/carhorn5.vag,crc
0x2de0800,122,7712,0x77495d7f,.\ps2\audio\carmotr1.vag,gfc_extracted\./ps2/audio/carmotr1.vag,crc
0x2de2800,122,3552,0x52d68f97,.\ps2\audio\carmotr2.vag,gfc_extracted\./ps2/audio/carmotr2.vag,crc
0x2de3800,122,8256,0x9dfc877a,.\ps2\audio\carmotr4.vag,gfc_extracted\./ps2/audio/carmotr4.vag,crc
0x2de5800,122,1760,0x28bc9f7a,.\ps2\audio\carmotr5.vag,gfc_extracted\./ps2/audio/carmotr5.vag,crc
0x2de6000,122,3840,0xbc9fe716,.\ps2\audio\carmotr6.vag,gfc_extracted\./ps2/audio/carmotr6.vag,crc
0x2de7000,122,8432,0x6a2c79e2,.\ps2\audio\carmotr7.vag,gfc_extracted\./ps2/audio/carmotr7.vag,crc
0x2de9000,122,8800,0x6a6de6e4,.\ps2\audio\caveamb1.vag,gfc_extracted\./ps2/audio/caveamb1.vag,crc
0x2deb000,122,38144,0xf1be7f22,.\ps2\audio\cococ.vag,gfc_extracted\./ps2/audio/cococ.vag,crc
0x2df3000,122,19968,0x34a88f5d,.\ps2\audio\cocoi1.vag,gfc_extracted\./ps2/audio/cocoi1.vag,crc
0x2df7000,122,30720,0xad4836c4,.\ps2\audio\cocoi2.vag,gfc_extracted\./ps2/audio/cocoi2.vag,crc
0x2dfd800,122,13232,0xc7a0e10e,.\ps2\audio\cocol1.vag,gfc_extracted\./ps2/audio/cocol1.vag,crc
0x2dff000,122,19104,0x415c23b6,.\ps2\audio\countdn5.vag,gfc_extracted\./ps2/audio/countdn5.vag,crc
0x2e03000,122,65536,0x770bdaa6,,gfc_extracted\block_02647\block_02647.bin,content
0x2e07800,122,65536,0x12b871ab,,gfc_extracted\block_02648\block_02648.bin,content
0x2e0d800,122,65536,0x33d92e7,,gfc_extracted\block_02649\block_02649.bin,content
0x2e14800,122,4272,0xe7139e4f,,gfc_extracted\block_02650\block_02650.bin,content
0x2e15800,122,27280,0xba53e03a,.\ps2\audio\crashi1.vag,gfc_extracted\./ps2/audio/crashi1.vag,crc
0x2e19800,122,65536,0xe389b448,,gfc_extracted\block_02652\block_02652.bin,content
0x2e22800,122,64,0xca3b5300,,gfc_extracted\block_02653\block_02653.bin,content
0x2e23000,122,23184,0x9385e6a5,.\ps2\audio\crashw1.vag,gfc_extracted\./ps2/audio/crashw1.vag,crc
0x2e28000,122,65536,0x44dfc09a,,gfc_extracted\block_02655\block_02655.bin,content
0x2e2d000,122,34944,0xce55b8c,,gfc_extracted\block_02656\block_02656.bin,content
