address,raw_name,symbol,module,body_bytes,callees_real,callees_stub,callers,globals,cop2,loops,branches,float_ops,leaf_hint,leaf_detail,score
0x00431390,FUN_00431390,,,344,0,0,2,0,0,0,0,0,struct_op,field assignment/read mix,12.88
0x00431488,FUN_00431488,,,214,0,0,0,0,1,0,0,0,other,simd/vu0,7.28
0x00431920,FUN_00431920,,,308,0,0,0,0,0,0,0,0,struct_op,field assignment/read mix,6.16
0x00432588,FUN_00432588,,,308,0,0,0,0,1,0,0,0,other,simd/vu0,9.16
0x004327a0,FUN_004327a0,strrev,core/strings,572,0,0,1,0,0,2,2,0,,,17.44
0x00432818,FUN_00432818,itoa,core/strings,746,1,0,0,0,0,1,4,0,,,20.42
0x00432e90,FUN_00432e90,,,144,0,1,0,0,0,0,0,0,thunk,wraps FUN_00432eb8,3.88
0x00432fc0,FUN_00432fc0,format_scan,core/strings,1154,2,0,1,0,0,2,5,0,,,37.08
0x00433090,FUN_00433090,,,406,0,0,1,0,0,0,0,0,struct_op,field assignment/read mix,11.12
0x00433ec0,FUN_00433ec0,,,144,1,0,0,0,0,0,0,0,thunk,wraps FUN_00433ef0,6.88
0x00433ef0,FUN_00433ef0,,,324,0,0,2,0,0,0,0,0,struct_op,field assignment/read mix,12.48
0x0043cb00,FUN_0043cb00,,core/struct,53,0,0,1,0,0,0,0,0,struct_op,field assignment/read mix,4.06
0x0043d2b8,FUN_0043d2b8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0043e328,FUN_0043e328,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0043f5b8,FUN_0043f5b8,,,260,0,0,0,0,0,0,1,0,getter,reads 0 field(s),5.2
0x0043f5e8,FUN_0043f5e8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00440890,FUN_00440890,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004450e0,FUN_004450e0,,core/struct,53,0,0,0,0,0,0,0,0,struct_op,field assignment/read mix,1.06
0x004450f0,FUN_004450f0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00446150,FUN_00446150,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00446c30,FUN_00446c30,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00446c68,FUN_00446c68,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00448d40,FUN_00448d40,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00449070,FUN_00449070,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004490b0,FUN_004490b0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00449160,FUN_00449160,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004491c0,FUN_004491c0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0044fcb0,FUN_0044fcb0,,,243,0,0,0,0,0,0,0,0,struct_op,field assignment/read mix,4.86
0x004518d0,FUN_004518d0,blit_palette_image,gfx/image,18266,0,0,0,0,0,17,27,0,,,105.5
0x0045b778,FUN_0045b778,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0045d6f0,FUN_0045d6f0,,,172,0,0,0,2,0,0,0,0,setter,"2 field writes, returns",8.44
0x00464618,FUN_00464618,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00467ae8,FUN_00467ae8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0046bbc8,FUN_0046bbc8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0046c500,FUN_0046c500,,,301,0,0,0,1,0,1,1,0,convert,cast/float math,10.02
0x0046cd48,FUN_0046cd48,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0046d180,FUN_0046d180,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0046d2c0,FUN_0046d2c0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0046d2f0,FUN_0046d2f0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0046d320,FUN_0046d320,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0046d578,FUN_0046d578,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0046f330,FUN_0046f330,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00470980,FUN_00470980,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00470b88,FUN_00470b88,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00471298,FUN_00471298,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00471420,FUN_00471420,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00474768,FUN_00474768,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00474790,FUN_00474790,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00474d70,FUN_00474d70,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475320,FUN_00475320,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475370,FUN_00475370,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004753c0,FUN_004753c0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475410,FUN_00475410,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475460,FUN_00475460,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475568,FUN_00475568,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475600,FUN_00475600,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475698,FUN_00475698,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475720,FUN_00475720,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004757e0,FUN_004757e0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475810,FUN_00475810,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475870,FUN_00475870,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475a38,FUN_00475a38,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475b80,FUN_00475b80,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475bc0,FUN_00475bc0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475bf0,FUN_00475bf0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475c20,FUN_00475c20,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475c50,FUN_00475c50,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475c80,FUN_00475c80,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475de0,FUN_00475de0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00475fd0,FUN_00475fd0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004779c8,FUN_004779c8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00477c40,FUN_00477c40,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00478908,FUN_00478908,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00478bb8,FUN_00478bb8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00478dc0,FUN_00478dc0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004791d0,FUN_004791d0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00479468,FUN_00479468,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00479d20,FUN_00479d20,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047ab38,FUN_0047ab38,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047ad60,FUN_0047ad60,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047ad98,FUN_0047ad98,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047c068,FUN_0047c068,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047c6a0,FUN_0047c6a0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047c738,FUN_0047c738,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047ca18,FUN_0047ca18,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047ca58,FUN_0047ca58,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047d8c8,FUN_0047d8c8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047e140,FUN_0047e140,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047e1d8,FUN_0047e1d8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047e4a8,FUN_0047e4a8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047e4e8,FUN_0047e4e8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047f368,FUN_0047f368,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047f3f8,FUN_0047f3f8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047f4a0,FUN_0047f4a0,,,302,0,0,0,1,0,1,1,0,convert,cast/float math,10.04
0x0047f828,FUN_0047f828,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047f958,FUN_0047f958,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047f9f8,FUN_0047f9f8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047fa28,FUN_0047fa28,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047fae8,FUN_0047fae8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047fb80,FUN_0047fb80,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047fc18,FUN_0047fc18,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047fcb0,FUN_0047fcb0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047fd18,FUN_0047fd18,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047fd88,FUN_0047fd88,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0047fdc0,FUN_0047fdc0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00481968,FUN_00481968,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00481da0,FUN_00481da0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00482330,FUN_00482330,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00482b80,FUN_00482b80,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048bbf0,FUN_0048bbf0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048bc20,FUN_0048bc20,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048bc48,FUN_0048bc48,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048bc70,FUN_0048bc70,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048bca0,FUN_0048bca0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048bcc8,FUN_0048bcc8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048bcf0,FUN_0048bcf0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048bd18,FUN_0048bd18,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048bd40,FUN_0048bd40,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048bd68,FUN_0048bd68,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048bd90,FUN_0048bd90,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048bdb8,FUN_0048bdb8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048bde0,FUN_0048bde0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048be08,FUN_0048be08,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048be30,FUN_0048be30,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048be58,FUN_0048be58,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048be80,FUN_0048be80,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048bea8,FUN_0048bea8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0048bed0,FUN_0048bed0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0049b7d0,FUN_0049b7d0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0049c250,FUN_0049c250,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0049fcd8,FUN_0049fcd8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0049fdf8,FUN_0049fdf8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004ac8b8,FUN_004ac8b8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004b22a8,FUN_004b22a8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004b98e8,FUN_004b98e8,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004b9928,FUN_004b9928,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004f9eb0,FUN_004f9eb0,varint_read,core/bitstream,1291,0,0,0,3,0,3,6,0,,,37.82
0x004fc100,FUN_004fc100,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004fc150,FUN_004fc150,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004fc1a0,FUN_004fc1a0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004fc1f0,FUN_004fc1f0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004fc240,FUN_004fc240,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x004fdc60,FUN_004fdc60,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00508ec0,FUN_00508ec0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0050a380,FUN_0050a380,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0050cfc0,FUN_0050cfc0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0050ecf0,FUN_0050ecf0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0050f2d0,FUN_0050f2d0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00512da0,FUN_00512da0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x005137f0,FUN_005137f0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00513f30,FUN_00513f30,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0051d6e0,FUN_0051d6e0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00530050,FUN_00530050,swap16,core/endian,181,0,0,0,0,0,0,0,0,,,3.62
0x00530080,FUN_00530080,swap32,core/endian,362,0,0,0,0,0,0,0,0,,,7.24
0x00530140,FUN_00530140,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x005301c0,FUN_005301c0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00534b60,FUN_00534b60,heap_alloc_block,core/mem,2422,0,0,0,2,0,4,7,0,,,59.44
0x0053fd80,FUN_0053fd80,,core/struct,117,0,0,0,0,0,0,0,0,getter,reads 0 field(s),2.34
0x00540780,FUN_00540780,,,317,0,0,0,0,0,0,1,0,setter,"1 field writes, returns",6.34
0x00540850,FUN_00540850,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x005408e0,FUN_005408e0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00551a70,FUN_00551a70,,,222,0,0,0,0,0,0,1,0,memcmp,"compares two structs, returns int",4.44
0x00557840,FUN_00557840,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00557860,FUN_00557860,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0055a720,FUN_0055a720,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0055a790,FUN_0055a790,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00564850,FUN_00564850,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00564e90,FUN_00564e90,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0056a060,FUN_0056a060,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0056a080,FUN_0056a080,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0056dd40,FUN_0056dd40,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0056dfb0,FUN_0056dfb0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0056ea90,FUN_0056ea90,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00573f50,FUN_00573f50,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00575ad0,FUN_00575ad0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00575b60,FUN_00575b60,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x00575d70,FUN_00575d70,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x0058ab30,FUN_0058ab30,,,244,0,0,0,0,0,0,0,0,struct_op,field assignment/read mix,4.88
0x0058d7c0,FUN_0058d7c0,lerp3,math/vec,280,0,0,0,0,0,0,0,4,,,9.6
0x0058dea0,FUN_0058dea0,pixel_format_convert,gfx/color,1494,0,0,0,0,0,0,0,47,,,76.88
0x005e8040,FUN_005e8040,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x005e8090,FUN_005e8090,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x005ec0a0,FUN_005ec0a0,list_contains,core/containers,427,0,0,0,0,0,1,2,0,,,10.04
0x005ed330,FUN_005ed330,list_contains_b,core/containers,427,0,0,0,0,0,1,2,0,,,10.04
0x005fbe10,FUN_005fbe10,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x005fcb70,FUN_005fcb70,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x005fcbf0,FUN_005fcbf0,,,142,0,0,0,0,0,0,0,0,pseudo_stub,"body is halt_* only, no recovered logic",2.84
0x006588a0,FUN_006588a0,boot_iop_copy,sys/boot,587,0,0,0,0,0,1,1,0,,,13.24
