address,hub,direction,distance,peer
0x00185ed0,,-,1000000000,0
0x00185f50,0x0023c590,upstream,1,0
0x001861a0,,-,1000000000,0
0x001861b0,,-,1000000000,0
0x001861c0,,-,1000000000,0
0x001861d0,,-,1000000000,0
0x001861e0,,-,1000000000,0
0x001862d0,,-,1000000000,0
0x001863c0,0x0042f3a0,upstream,1,0
0x001865c0,0x004287e0,upstream,1,0
0x00186680,,-,1000000000,0
0x00186710,0x0042f3a0,upstream,1,0
0x00186870,,-,1000000000,0
0x00186880,,-,1000000000,0
0x00186890,0x0042f3a0,upstream,1,0
0x00186af0,0x00512ee0,upstream,1,0
0x00186db0,0x00429068,upstream,1,0
0x00186e60,,-,1000000000,0
0x00186e70,0x00429068,upstream,1,0
0x001874d0,0x0042f3a0,upstream,2,0
0x00187600,0x0042f3a0,upstream,3,0
0x001876e0,0x00429068,upstream,1,0
0x00187b20,0x00511940,upstream,3,0
0x00187d30,,-,1000000000,0
0x00187e40,,-,1000000000,0
0x00188080,,-,1000000000,0
0x00188160,,-,1000000000,0
0x00188170,,-,1000000000,0
0x00188180,,-,1000000000,0
0x001881b0,,-,1000000000,0
0x001881c0,,-,1000000000,0
0x001881d0,,-,1000000000,0
0x001881e0,,-,1000000000,0
0x001886e0,,-,1000000000,0
0x001886f0,,-,1000000000,0
0x00188750,,-,1000000000,0
0x001887a0,,-,1000000000,0
0x001887f0,,-,1000000000,0
0x00188800,,-,1000000000,0
0x00188810,,-,1000000000,0
0x00188820,,-,1000000000,0
0x00188950,0x0023c590,upstream,2,0
0x001889a0,0x0042f3a0,upstream,1,0
0x00188fc0,,-,1000000000,0
0x00189030,0x004ba240,upstream,1,0
0x00189090,,-,1000000000,0
0x001890e0,,-,1000000000,0
0x00189130,,-,1000000000,0
0x00189170,,-,1000000000,0
0x001891b0,,-,1000000000,0
0x001891d0,,-,1000000000,0
0x001892e0,,-,1000000000,0
0x001893f0,0x004ba240,upstream,1,0
0x00189450,0x0023c590,upstream,2,0
0x001894b0,,-,1000000000,0
0x001894f0,0x0042f3a0,upstream,1,0
0x00189720,,-,1000000000,0
0x00189790,0x004ba240,upstream,1,0
0x00189830,,-,1000000000,0
0x001898c0,,-,1000000000,0
0x00189900,,-,1000000000,0
0x00189aa0,,-,1000000000,0
0x00189c30,,-,1000000000,0
0x00189c60,,-,1000000000,0
0x00189c90,,-,1000000000,0
0x00189cf0,,-,1000000000,0
0x00189d40,,-,1000000000,0
0x00189d90,,-,1000000000,0
0x00189dd0,,-,1000000000,0
0x00189e00,,-,1000000000,0
0x00189e20,0x004ba240,upstream,1,0
0x00189e90,0x0023c590,upstream,2,0
0x00189fc0,,-,1000000000,0
0x0018a0a0,,-,1000000000,0
0x0018a100,0x0042f3a0,upstream,1,0
0x0018a480,,-,1000000000,0
0x0018a510,0x0023c590,upstream,2,0
0x0018a570,0x0042f3a0,upstream,1,0
0x0018a960,,-,1000000000,0
0x0018a970,,-,1000000000,0
0x0018ab80,,-,1000000000,0
0x0018ace0,,-,1000000000,0
0x0018ad20,0x004ba240,upstream,1,0
0x0018ae20,,-,1000000000,0
0x0018ae80,,-,1000000000,0
0x0018aee0,,-,1000000000,0
0x0018af00,,-,1000000000,0
0x0018af40,,-,1000000000,0
0x0018afd0,,-,1000000000,0
0x0018b000,0x004ba240,upstream,1,0
0x0018b0a0,0x0023c590,upstream,2,0
0x0018b0f0,,-,1000000000,0
0x0018b120,0x0042f3a0,upstream,2,0
0x0018b1f0,0x0042f3a0,upstream,1,0
0x0018b290,0x0042f3a0,upstream,1,0
0x0018b4d0,,-,1000000000,0
0x0018b4e0,,-,1000000000,0
0x0018b4f0,,-,1000000000,0
0x0018b500,,-,1000000000,0
0x0018b510,,-,1000000000,0
0x0018b540,,-,1000000000,0
0x0018b580,0x004ba240,upstream,2,0
0x0018b5d0,,-,1000000000,0
0x0018b620,0x004ba240,upstream,1,0
0x0018b6e0,0x0023c590,upstream,2,0
0x0018b730,0x0042f3a0,upstream,1,0
0x0018b9f0,0x0042f3a0,upstream,1,0
0x0018bb20,0x0042f3a0,upstream,1,0
0x0018bce0,,-,1000000000,0
0x0018bcf0,,-,1000000000,0
0x0018bd00,,-,1000000000,0
0x0018bd10,,-,1000000000,0
0x0018bd20,,-,1000000000,0
0x0018bd40,,-,1000000000,0
0x0018bdd0,0x0023c590,upstream,2,0
0x0018be40,0x0026d230,upstream,1,0
0x0018bf70,,-,1000000000,0
0x0018bfd0,0x004ba240,upstream,1,0
0x0018c040,,-,1000000000,0
0x0018c050,0x0023c590,upstream,2,0
0x0018c090,0x004ba240,upstream,2,0
0x0018c0e0,0x0023c590,upstream,1,0
0x0018c2a0,0x004ba240,upstream,1,0
0x0018c360,,-,1000000000,0
0x0018c3e0,,-,1000000000,0
0x0018c460,,-,1000000000,0
0x0018c4b0,,-,1000000000,0
0x0018c4d0,0x0023c590,upstream,2,0
0x0018c570,0x0042f3a0,upstream,1,0
0x0018c750,0x0026d230,upstream,1,0
0x0018cb10,0x0042f3a0,upstream,2,0
0x0018cb60,0x0042f3a0,upstream,2,0
0x0018ccb0,0x0042f3a0,upstream,2,0
0x0018d5f0,0x0042f3a0,upstream,1,0
0x0018d690,,-,1000000000,0
0x0018d6d0,,-,1000000000,0
0x0018d730,0x0023c590,upstream,1,0
0x0018daf0,,-,1000000000,0
0x0018db70,,-,1000000000,0
0x0018dbf0,,-,1000000000,0
0x0018dc20,,-,1000000000,0
0x0018dcb0,0x0023c590,upstream,2,0
0x0018dd10,0x0026d230,upstream,1,0
0x0018ddc0,,-,1000000000,0
0x0018ddd0,0x0042f3a0,upstream,1,0
0x0018df70,,-,1000000000,0
0x0018dfa0,0x004ba240,upstream,1,0
0x0018dff0,,-,1000000000,0
0x0018e080,0x0023c590,upstream,2,0
0x0018e0f0,0x0026d230,upstream,1,0
0x0018e2d0,,-,1000000000,0
0x0018e3e0,,-,1000000000,0
0x0018e480,0x004ba240,upstream,1,0
0x0018e520,,-,1000000000,0
0x0018e530,,-,1000000000,0
0x0018e5e0,0x0023c590,upstream,2,0
0x0018e650,0x0026d230,upstream,1,0
0x0018e700,,-,1000000000,0
0x0018e760,0x004ba240,upstream,1,0
0x0018e7d0,,-,1000000000,0
0x0018e7e0,,-,1000000000,0
0x0018e870,0x0023c590,upstream,2,0
0x0018e8e0,0x0026d230,upstream,1,0
0x0018ea60,,-,1000000000,0
0x0018eac0,0x004ba240,upstream,1,0
0x0018eb10,,-,1000000000,0
0x0018eb20,,-,1000000000,0
0x0018ebb0,0x0023c590,upstream,2,0
0x0018ec20,0x0026d230,upstream,1,0
0x0018ecc0,,-,1000000000,0
0x0018ecf0,0x004ba240,upstream,1,0
0x0018ed40,,-,1000000000,0
0x0018ed50,,-,1000000000,0
0x0018ede0,0x0023c590,upstream,2,0
0x0018ee80,0x0026d230,upstream,1,0
0x0018f100,,-,1000000000,0
0x0018f1f0,,-,1000000000,0
0x0018f230,0x0023c590,upstream,2,0
0x0018f3d0,,-,1000000000,0
0x0018f460,,-,1000000000,0
0x0018f4c0,0x004ba240,upstream,1,0
0x0018f510,,-,1000000000,0
0x0018f520,,-,1000000000,0
0x0018f570,,-,1000000000,0
0x0018f5b0,0x0026d230,upstream,1,0
0x0018f800,0x0026d230,upstream,2,0
0x0018f880,0x004ba240,upstream,1,0
0x0018f8d0,0x0033c1b0,upstream,1,0
0x0018f950,,-,1000000000,0
0x0018f980,0x00345a10,upstream,2,0
0x0018fbb0,,-,1000000000,0
0x0018fca0,,-,1000000000,0
0x0018fcd0,,-,1000000000,0
0x0018fd80,,-,1000000000,0
0x0018fd90,,-,1000000000,0
0x0018fde0,,-,1000000000,0
0x0018fdf0,,-,1000000000,0
0x0018fe00,,-,1000000000,0
0x0018fe20,,-,1000000000,0
0x0018fe40,0x0033c3b0,upstream,1,0
0x0018fed0,0x00512ee0,upstream,2,0
0x00190280,,-,1000000000,0
0x00190350,,-,1000000000,0
0x00190370,,-,1000000000,0
0x001904c0,,-,1000000000,0
0x00190530,,-,1000000000,0
0x00190540,,-,1000000000,0
0x00190670,0x00512ee0,upstream,1,0
0x00190f60,,-,1000000000,0
0x001911b0,,-,1000000000,0
0x001911f0,0x0043b320,upstream,1,0
0x00191bc0,0x0033c3b0,upstream,3,0
0x00191f60,,-,1000000000,0
0x00192220,,-,1000000000,0
0x00192650,0x00512ee0,upstream,1,0
0x001927a0,,-,1000000000,0
0x00192840,,-,1000000000,0
0x00192960,0x003fad18,upstream,2,0
0x00192c80,,-,1000000000,0
0x00192d40,,-,1000000000,0
0x00192d70,,-,1000000000,0
0x00192e80,,-,1000000000,0
0x00192fc0,0x00512ee0,upstream,2,0
0x001936b0,0x00512ee0,upstream,2,0
0x001938d0,0x00512ee0,upstream,2,0
0x00194280,0x00512ee0,upstream,2,0
0x001944c0,0x00512ee0,upstream,2,0
0x00194720,0x00512ee0,upstream,2,0
0x00194850,0x00512ee0,upstream,2,0
0x001948d0,0x00429068,upstream,2,0
0x001949b0,,-,1000000000,0
0x00194bc0,,-,1000000000,0
0x00194d20,,-,1000000000,0
0x00194dd0,0x003fad18,upstream,2,0
0x00194f90,0x00429068,upstream,2,0
0x00194fd0,0x0043b320,upstream,1,0
0x00195410,0x0043b320,upstream,1,0
0x001957e0,,-,1000000000,0
0x00195800,,-,1000000000,0
0x00195820,,-,1000000000,0
0x00195900,,-,1000000000,0
0x00195c80,,-,1000000000,0
0x00195cd0,,-,1000000000,0
0x00195ce0,,-,1000000000,0
0x00195e20,,-,1000000000,0
0x00195e50,0x00512ee0,upstream,1,0
0x00196280,,-,1000000000,0
0x001963d0,,-,1000000000,0
0x00196690,0x00512ee0,upstream,2,0
0x00196700,0x00512ee0,upstream,1,0
0x001967e0,,-,1000000000,0
0x00196800,,-,1000000000,0
0x00196890,,-,1000000000,0
0x00196aa0,,-,1000000000,0
0x00196b40,0x0043b320,upstream,1,0
0x001972a0,,-,1000000000,0
0x00197300,,-,1000000000,0
0x00197510,0x003fad18,upstream,2,0
0x00197870,,-,1000000000,0
0x001979d0,,-,1000000000,0
0x00197b50,,-,1000000000,0
0x00197b90,,-,1000000000,0
0x00197d50,0x003fad18,upstream,2,0
0x00197e30,,-,1000000000,0
0x00198720,0x0043b320,upstream,3,0
0x00198830,,-,1000000000,0
0x00198900,,-,1000000000,0
0x001989b0,,-,1000000000,0
0x00198a40,,-,1000000000,0
0x00198a70,,-,1000000000,0
0x00198ac0,,-,1000000000,0
0x00198b60,,-,1000000000,0
0x00198bf0,0x00512ee0,upstream,1,0
0x00198d50,,-,1000000000,0
0x00198de0,,-,1000000000,0
0x00198e80,,-,1000000000,0
0x00198ed0,,-,1000000000,0
0x00198f80,,-,1000000000,0
0x00199120,,-,1000000000,0
0x00199220,0x00512ee0,upstream,2,0
0x00199330,,-,1000000000,0
0x00199c90,0x00512ee0,upstream,1,0
0x0019a440,0x00512ee0,upstream,1,0
0x0019a560,,-,1000000000,0
0x0019a780,0x00428998,upstream,1,0
0x0019a890,0x004ba240,upstream,1,0
0x0019a8e0,0x0023c590,upstream,2,0
0x0019a9e0,0x0026d230,upstream,1,0
0x0019bf40,0x0026d230,upstream,1,0
0x0019c420,0x004287e0,upstream,1,0
0x0019c4a0,,-,1000000000,0
0x0019c4b0,,-,1000000000,0
0x0019c4e0,,-,1000000000,0
0x0019c850,0x0033c1b0,upstream,1,0
0x0019c8a0,,-,1000000000,0
0x0019c8d0,0x0026d230,upstream,1,0
0x0019cb20,0x0033c3b0,upstream,1,0
0x0019cb90,,-,1000000000,0
0x0019d000,0x00345a10,upstream,2,0
0x0019d450,0x0033c3b0,upstream,3,0
0x0019d780,0x003fad18,upstream,2,0
0x0019daf0,0x003fad18,upstream,2,0
0x0019dc10,0x00512ee0,upstream,2,0
0x0019df40,0x0033c3b0,upstream,1,0
0x0019dfb0,0x0033c1b0,upstream,1,0
0x0019e060,0x00345a10,upstream,3,0
0x0019e0d0,0x0033c3b0,upstream,1,0
0x0019e150,,-,1000000000,0
0x0019e280,0x003fad18,upstream,3,0
0x0019e410,0x003fad18,upstream,2,0
0x0019e8b0,0x0033c1b0,upstream,1,0
0x0019e950,0x00345a10,upstream,3,0
0x0019e9b0,0x0033c3b0,upstream,1,0
0x0019ea30,,-,1000000000,0
0x0019eb20,0x003fad18,upstream,3,0
0x0019ec70,0x003fad18,upstream,2,0
0x0019efb0,0x0033c1b0,upstream,1,0
0x0019f050,0x00345a10,upstream,3,0
0x0019f0b0,0x0033c3b0,upstream,1,0
0x0019f130,,-,1000000000,0
0x0019f1f0,0x003fad18,upstream,3,0
0x0019f310,0x003fad18,upstream,2,0
0x0019f650,0x0033c1b0,upstream,1,0
0x0019f6f0,0x00345a10,upstream,2,0
0x0019f770,0x0033c3b0,upstream,1,0
0x0019f7f0,,-,1000000000,0
0x0019f8e0,0x003fad18,upstream,3,0
0x0019fa30,0x003fad18,upstream,2,0
0x0019fd90,0x0033c1b0,upstream,1,0
0x0019fdd0,,-,1000000000,0
0x0019fe00,,-,1000000000,0
0x0019fe40,0x0033c3b0,upstream,1,0
0x0019feb0,0x0058a7a0,upstream,1,0
0x001a08d0,,-,1000000000,0
0x001a0930,0x0042f3a0,upstream,2,0
0x001a0a40,0x0042bd70,upstream,4,0
0x001a0ae0,,-,1000000000,0
0x001a0b20,0x00428998,upstream,1,0
0x001a0ca0,0x00511940,upstream,1,0
0x001a0da0,0x00512ee0,upstream,1,0
0x001a0ed0,0x00511940,upstream,1,0
0x001a0f30,,-,1000000000,0
0x001a0f80,,-,1000000000,0
0x001a1040,,-,1000000000,0
0x001a1060,,-,1000000000,0
0x001a1080,,-,1000000000,0
0x001a1150,,-,1000000000,0
0x001a1220,,-,1000000000,0
0x001a13d0,,-,1000000000,0
0x001a1800,,-,1000000000,0
0x001a1a40,,-,1000000000,0
0x001a1d90,0x00512ee0,upstream,2,0
0x001a1e20,0x004ba240,upstream,1,0
0x001a1e80,0x00428998,upstream,2,0
0x001a1ee0,0x004ba240,upstream,2,0
0x001a1f20,0x00428998,upstream,1,0
0x001a1fa0,0x004ba240,upstream,1,0
0x001a2060,,-,1000000000,0
0x001a2090,,-,1000000000,0
0x001a20c0,0x004ba240,upstream,1,0
0x001a2110,0x00512ee0,upstream,1,0
0x001a2220,0x0043b320,upstream,1,0
0x001a23f0,,-,1000000000,0
0x001a2810,,-,1000000000,0
0x001a2850,0x004ba240,upstream,1,0
0x001a28b0,0x0043b320,upstream,1,0
0x001a29f0,0x0043b320,upstream,1,0
0x001a2d90,0x00512ee0,upstream,2,0
0x001a2e10,,-,1000000000,0
0x001a2e50,0x004ba240,upstream,1,0
0x001a32d0,,-,1000000000,0
0x001a33d0,0x004ba240,upstream,1,0
0x001a34d0,0x00428df8,upstream,3,0
0x001a3530,0x0026d230,upstream,1,0
0x001a36b0,0x00428df8,upstream,2,0
0x001a3780,,-,1000000000,0
0x001a37b0,,-,1000000000,0
0x001a37f0,,-,1000000000,0
0x001a3810,0x004ba240,upstream,1,0
0x001a38a0,0x00429068,upstream,1,0
0x001a3b90,0x00428df8,upstream,1,0
0x001a3c30,0x004f2210,upstream,6,0
0x001a3d90,,-,1000000000,0
0x001a3eb0,0x0026d230,upstream,1,0
0x001a3fb0,0x004ba240,upstream,1,0
0x001a4040,0x0042f3a0,upstream,2,0
0x001a4120,,-,1000000000,0
0x001a4140,0x004ba240,upstream,1,0
0x001a4200,0x004287e0,upstream,2,0
0x001a43a0,0x00428df8,upstream,2,0
0x001a4470,0x00428df8,upstream,1,0
0x001a4520,0x00428df8,upstream,1,0
0x001a4630,,-,1000000000,0
0x001a46b0,,-,1000000000,0
0x001a4720,,-,1000000000,0
0x001a4790,,-,1000000000,0
0x001a4800,0x004287e0,upstream,3,0
0x001a4870,,-,1000000000,0
0x001a48e0,0x00428df8,upstream,4,0
0x001a4950,0x00428df8,upstream,4,0
0x001a49c0,0x00428df8,upstream,4,0
0x001a4a30,0x00428df8,upstream,3,0
0x001a4aa0,0x004287e0,upstream,3,0
0x001a4b10,0x004287e0,upstream,3,0
0x001a4b80,0x00428df8,upstream,3,0
0x001a4bf0,0x004287e0,upstream,3,0
0x001a4c60,0x004287e0,upstream,3,0
0x001a4cd0,,-,1000000000,0
0x001a4d40,0x00428df8,upstream,4,0
0x001a4db0,0x00428df8,upstream,4,0
0x001a4e20,0x004287e0,upstream,3,0
0x001a4e90,,-,1000000000,0
0x001a4f00,0x0042f3a0,upstream,3,0
0x001a4f70,0x00428df8,upstream,3,0
0x001a4ff0,0x004287e0,upstream,3,0
0x001a5060,0x004287e0,upstream,3,0
0x001a50d0,0x004287e0,upstream,3,0
0x001a5150,0x004287e0,upstream,3,0
0x001a51d0,,-,1000000000,0
0x001a5250,0x004287e0,upstream,3,0
0x001a52c0,,-,1000000000,0
0x001a5330,0x004287e0,upstream,3,0
0x001a53a0,0x004287e0,upstream,3,0
0x001a5410,0x00428df8,upstream,3,0
0x001a5480,0x00428df8,upstream,3,0
0x001a54f0,0x00428df8,upstream,1,0
0x001a5570,0x004287e0,upstream,2,0
0x001a55e0,,-,1000000000,0
0x001a56f0,,-,1000000000,0
0x001a5720,,-,1000000000,0
0x001a5750,,-,1000000000,0
0x001a5840,,-,1000000000,0
0x001a58e0,,-,1000000000,0
0x001a59c0,,-,1000000000,0
0x001a5a00,,-,1000000000,0
0x001a5aa0,,-,1000000000,0
0x001a5ab0,,-,1000000000,0
0x001a5b40,,-,1000000000,0
0x001a5cf0,0x00428df8,upstream,1,0
0x001a5ef0,0x00428df8,upstream,1,0
0x001a60f0,,-,1000000000,0
0x001a6110,0x004ba240,upstream,1,0
0x001a61d0,0x0026d230,upstream,1,0
0x001a62f0,,-,1000000000,0
0x001a6330,,-,1000000000,0
0x001a63a0,,-,1000000000,0
0x001a6410,,-,1000000000,0
0x001a6440,,-,1000000000,0
0x001a64a0,,-,1000000000,0
0x001a64b0,0x00428df8,upstream,2,0
0x001a66d0,,-,1000000000,0
0x001a66e0,,-,1000000000,0
0x001a66f0,,-,1000000000,0
0x001a68d0,,-,1000000000,0
0x001a6900,0x004ba240,upstream,1,0
0x001a6970,,-,1000000000,0
0x001a6af0,,-,1000000000,0
0x001a6b70,,-,1000000000,0
0x001a6c20,0x004287e0,upstream,2,0
0x001a6ca0,0x0043b320,upstream,2,0
0x001a6cf0,0x0043b320,upstream,1,0
0x001a73d0,0x0042f3a0,upstream,1,0
0x001a76a0,,-,1000000000,0
0x001a7890,0x004ba240,upstream,2,0
0x001a7900,0x004ba240,upstream,1,0
0x001a7980,0x00428df8,upstream,2,0
0x001a7ad0,0x00511940,upstream,1,0
0x001a7c00,0x005c0d40,upstream,1,0
0x001a7ff0,,-,1000000000,0
0x001a8330,0x00428df8,upstream,2,0
0x001a8430,0x004ba240,upstream,1,0
0x001a84c0,,-,1000000000,0
0x001a8580,,-,1000000000,0
0x001a8690,0x004287e0,upstream,2,0
0x001a8730,0x004ba240,upstream,1,0
0x001a8780,0x004ba240,upstream,1,0
0x001a87e0,0x004f2210,upstream,6,0
0x001a8890,0x004287e0,upstream,2,0
0x001a8960,0x004ba240,upstream,1,0
0x001a8a80,,-,1000000000,0
0x001a8aa0,0x004ba240,upstream,1,0
0x001a8b00,,-,1000000000,0
0x001a8c90,,-,1000000000,0
0x001a8cb0,0x004ba240,upstream,1,0
0x001a8d10,,-,1000000000,0
0x001a8da0,,-,1000000000,0
0x001a8dc0,0x004ba240,upstream,1,0
0x001a8e20,0x0043b320,upstream,3,0
0x001a8ff0,,-,1000000000,0
0x001a9010,0x004ba240,upstream,1,0
0x001a9070,,-,1000000000,0
0x001a90f0,0x004287e0,upstream,2,0
0x001a91c0,0x004ba240,upstream,1,0
0x001a9220,0x0043b320,upstream,3,0
0x001a9420,,-,1000000000,0
0x001a9440,0x004ba240,upstream,1,0
0x001a94a0,,-,1000000000,0
0x001a9530,0x004287e0,upstream,2,0
0x001a95c0,0x004ba240,upstream,1,0
0x001a9620,,-,1000000000,0
0x001a9760,0x00428df8,upstream,2,0
0x001a98c0,0x004ba240,upstream,1,0
0x001a9950,0x00428df8,upstream,3,0
0x001a9990,0x004ba240,upstream,1,0
0x001a99f0,,-,1000000000,0
0x001a9a80,0x00428df8,upstream,3,0
0x001a9ac0,0x004ba240,upstream,1,0
0x001a9b20,,-,1000000000,0
0x001a9ba0,0x00428df8,upstream,3,0
0x001a9be0,0x004ba240,upstream,1,0
0x001a9c40,,-,1000000000,0
0x001a9db0,0x00428df8,upstream,2,0
0x001a9e90,0x004ba240,upstream,1,0
0x001a9ef0,,-,1000000000,0
0x001aa000,0x004287e0,upstream,2,0
0x001aa090,0x004ba240,upstream,1,0
0x001aa0f0,0x0043b320,upstream,3,0
0x001aa2e0,0x00428df8,upstream,2,0
0x001aa4c0,0x00511940,upstream,1,0
0x001aa5a0,,-,1000000000,0
0x001aa7c0,0x005c0d40,upstream,1,0
0x001aa8a0,0x001071e0,upstream,1,0
0x001aaad0,0x004287e0,upstream,2,0
0x001aac70,0x004ba240,upstream,1,0
0x001aacd0,,-,1000000000,0
0x001aad90,0x004287e0,upstream,2,0
0x001aae20,0x004ba240,upstream,1,0
0x001aae80,0x004f2210,upstream,6,0
0x001aaf70,,-,1000000000,0
0x001aaf90,0x004ba240,upstream,1,0
0x001aaff0,0x0043b320,upstream,3,0
0x001ab1f0,0x00428df8,upstream,3,0
0x001ab230,0x004ba240,upstream,1,0
0x001ab2e0,0x00428df8,upstream,3,0
0x001ab320,0x004ba240,upstream,1,0
0x001ab470,0x004287e0,upstream,2,0
0x001ab550,0x004ba240,upstream,1,0
0x001ab5b0,,-,1000000000,0
0x001ab630,,-,1000000000,0
0x001ab650,0x004ba240,upstream,1,0
0x001ab6b0,,-,1000000000,0
0x001ab740,0x0042f3a0,upstream,2,0
0x001ab820,0x004ba240,upstream,1,0
0x001ab880,0x00345a10,upstream,3,0
0x001ab8d0,0x00345a10,upstream,3,0
0x001ab970,0x00428df8,upstream,2,0
0x001abae0,0x004ba240,upstream,1,0
0x001abdd0,0x004287e0,upstream,2,0
0x001abe70,0x004ba240,upstream,1,0
0x001abed0,,-,1000000000,0
0x001abf70,0x004287e0,upstream,2,0
0x001ac050,0x004ba240,upstream,1,0
0x001ac0b0,,-,1000000000,0
0x001ac150,0x004287e0,upstream,2,0
0x001ac1f0,0x004ba240,upstream,1,0
0x001ac250,,-,1000000000,0
0x001ac2f0,,-,1000000000,0
0x001ac3a0,0x004ba240,upstream,1,0
0x001ac470,0x0026d230,upstream,1,0
0x001ac530,0x0023c590,upstream,1,0
0x001ac6a0,0x00511940,upstream,1,0
0x001acde0,,-,1000000000,0
0x001ace20,0x00428df8,upstream,1,0
0x001acee0,0x00428df8,upstream,1,0
0x001acf80,0x005c0d40,upstream,2,0
0x001acff0,,-,1000000000,0
0x001ad050,,-,1000000000,0
0x001ad0b0,0x005c0d40,upstream,2,0
0x001ad1a0,0x005c0d40,upstream,1,0
0x001ad3f0,0x005c0d40,upstream,2,0
0x001ad4b0,0x005c0d40,upstream,1,0
0x001ad680,0x001071e0,upstream,1,0
0x001ad860,0x00428df8,upstream,1,0
0x001ad950,0x005c0d40,upstream,3,0
0x001ad980,0x005c0d40,upstream,2,0
0x001adb50,0x00511940,upstream,1,0
0x001adcc0,0x00511940,upstream,1,0
0x001add50,0x00511940,upstream,1,0
0x001ade50,0x00428df8,upstream,1,0
0x001ae330,,-,1000000000,0
0x001ae340,0x005c0d40,upstream,1,0
0x001ae9d0,0x00512ee0,upstream,1,0
0x001aeb90,0x00511940,upstream,1,0
0x001aec10,0x004ba240,upstream,1,0
0x001aec60,0x004ba240,upstream,1,0
0x001aecc0,,-,1000000000,0
0x001aecd0,,-,1000000000,0
0x001aed90,,-,1000000000,0
0x001aeee0,,-,1000000000,0
0x001aefc0,0x00512ee0,upstream,1,0
0x001af290,0x0051e5a0,upstream,1,0
0x001af570,0x0051e5a0,upstream,1,0
0x001af8f0,0x00513210,upstream,2,0
0x001af930,0x00511940,upstream,3,0
0x001af970,,-,1000000000,0
0x001af980,,-,1000000000,0
0x001af990,,-,1000000000,0
0x001af9a0,,-,1000000000,0
0x001af9b0,0x0058a7a0,upstream,2,0
0x001afb50,,-,1000000000,0
0x001afb90,,-,1000000000,0
0x001afba0,0x0023c590,upstream,2,0
0x001afc10,,-,1000000000,0
0x001afc30,0x0058a7a0,upstream,1,0
0x001b0610,,-,1000000000,0
0x001b0620,,-,1000000000,0
0x001b06b0,,-,1000000000,0
0x001b0740,0x00511940,upstream,1,0
0x001b07c0,0x00511940,upstream,1,0
0x001b0840,0x00512ee0,upstream,1,0
0x001b0b50,0x00511940,upstream,1,0
0x001b0d10,0x00429068,upstream,2,0
0x001b0d50,0x0042f3a0,upstream,1,0
0x001b0de0,,-,1000000000,1
0x001b0e10,,-,1000000000,0
0x001b0ee0,,-,1000000000,0
0x001b0f10,,-,1000000000,0
0x001b0f40,,-,1000000000,0
0x001b0f80,0x004ba240,upstream,1,0
0x001b0ff0,,-,1000000000,0
0x001b1000,0x004ba240,upstream,1,0
0x001b1050,,-,1000000000,0
0x001b1060,,-,1000000000,0
0x001b10c0,,-,1000000000,0
0x001b1120,,-,1000000000,0
0x001b1180,,-,1000000000,0
0x001b11a0,0x004ba240,upstream,1,0
0x001b11f0,,-,1000000000,0
0x001b12c0,,-,1000000000,0
0x001b1300,,-,1000000000,0
0x001b1380,,-,1000000000,0
0x001b1420,0x0033c3b0,upstream,3,0
0x001b1b00,0x00238120,upstream,1,0
0x001b1d80,,-,1000000000,0
0x001b1e10,0x003fad18,upstream,1,0
0x001b2330,0x00238120,upstream,1,0
0x001b28e0,0x0043b320,upstream,1,0
0x001b3080,0x0043b320,upstream,1,0
0x001b3510,0x00238120,upstream,1,0
0x001b3940,0x00238120,upstream,2,0
0x001b3b70,0x0043b320,upstream,1,0
0x001b46e0,0x0043b320,upstream,1,0
0x001b5320,0x00238120,upstream,1,0
0x001b5580,0x00238120,upstream,2,0
0x001b59b0,0x00238120,upstream,2,0
0x001b5ce0,0x00238120,upstream,2,0
0x001b6010,0x00238120,upstream,2,0
0x001b6340,,-,1000000000,0
0x001b6500,0x0043b320,upstream,2,0
0x001b68c0,0x0043b320,upstream,2,0
0x001b6f90,,-,1000000000,0
0x001b6fa0,,-,1000000000,0
0x001b6fc0,,-,1000000000,0
0x001b6fe0,0x004ba240,upstream,1,0
0x001b7030,,-,1000000000,0
0x001b7100,,-,1000000000,0
0x001b7140,0x004ba240,upstream,1,0
0x001b71a0,0x00511940,upstream,4,0
0x001b71e0,0x00511940,upstream,3,0
0x001b7260,,-,1000000000,0
0x001b7330,0x004ba240,upstream,1,0
0x001b73d0,,-,1000000000,0
0x001b7400,,-,1000000000,0
0x001b7510,,-,1000000000,0
0x001b7570,,-,1000000000,0
0x001b75b0,0x004ba240,upstream,1,0
0x001b7620,,-,1000000000,0
0x001b7720,,-,1000000000,0
0x001b7780,0x004ba240,upstream,1,0
0x001b77e0,0x00511940,upstream,5,0
0x001b7900,,-,1000000000,0
0x001b79d0,,-,1000000000,0
0x001b7ac0,0x004ba240,upstream,1,0
0x001b7b30,0x0043b320,upstream,1,0
0x001b7dd0,,-,1000000000,0
0x001b8270,,-,1000000000,0
0x001b82f0,,-,1000000000,0
0x001b8330,,-,1000000000,0
0x001b8340,,-,1000000000,0
0x001b8380,,-,1000000000,0
0x001b83e0,0x004ba240,upstream,1,0
0x001b8440,0x0058a7a0,upstream,2,0
0x001b8600,,-,1000000000,0
0x001b8990,,-,1000000000,0
0x001b8b60,,-,1000000000,0
0x001b8bc0,,-,1000000000,0
0x001b8c00,0x004ba240,upstream,1,0
0x001b8c60,,-,1000000000,0
0x001b8cc0,,-,1000000000,0
