address,name,symbol,module,status,args,return_kind,accesses,calls,jalr,consts,ptr_derefs,float,cop2,simd,confidence
0x00104cc0,FUN_00104cc0,FUN_00104cc0,,pseudo_stub,a0=ptr;a1=int;a2=int;a3=int,ret,a0+0x10:8;a0+0x12:2;a0+0x13:1;a0+0x2c:4;a0+0x34:4;a0+0x38:4;a0+0x49:1,0x00105010;0x00105100,0,lui 0x700000;mask 0x3fff;mask 0x3f;mask 0xf;lui 0x650000;lui 0xfff00000,0,0,0,0,0.50
0x001071e0,FUN_001071e0,memcpy64,core/mem,real_c,a0=ptr;a1=ptr;a2=int;a3=int,void,a0+0x0:16f;a0+0x4:4f;a0+0x8:4f;a0+0xc:4f;a0+0x10:16f;a0+0x14:4f;a0+0x18:4f;a0+0x1c:4f;a0+0x20:16f;a0+0x24:4f;a0+0x28:4f;a0+0x2c:4f;a0+0x30:16f;a0+0x34:4f;a0+0x38:4f;a0+0x3c:4f;a1+0x0:16f;a1+0x4:4f;a1+0x8:4f;a1+0xc:4f;a1+0x10:16f;a1+0x14:4f;a1+0x18:4f;a1+0x1c:4f;a1+0x20:16f;a1+0x24:4f;a1+0x28:4f;a1+0x2c:4f;a1+0x30:16f;a1+0x34:4f;a1+0x38:4f;a1+0x3c:4f,,0,mask 0xf,0,1,0,0,0.60
0x00108ee8,FUN_00108ee8,FUN_00108ee8,,real_logic,a0=int;a1=-;a2=-;a3=-,void,,,0,lui 0x720000,0,0,0,0,0.45
0x0010c820,FUN_0010c820,FUN_0010c820,,real_logic,a0=ptr;a1=ptr;a2=int;a3=int,ptr,a0+0x-380:4;a0+0x8:4;a0+0xc:4;a0+0x10:4;a0+0x63c:4;a0+0x9c8:4;a1+0x8:4;a1+0xc:4;a1+0x10:4;a1+0x14:4;a1+0x18:4;a1+0x1c:4;a1+0x20:4;a1+0x24:4;a1+0x28:4;a1+0x2c:4;a1+0x640:4;a1+0x644:4;a1+0x648:4;a1+0x64c:4;a1+0x650:4;a1+0x654:4;a1+0x658:4;a1+0x65c:4,,0,mask 0x1;lui 0x610000;sz 0x8;sz 0x20;sz 0x4,0,0,0,0,0.55
0x0010e780,FUN_0010e780,packed_bits_write,core/bitstream,real_c,a0=ptr;a1=int;a2=ptr;a3=int,void,a0+0x0:1;a0+0x4:4p;a0+0x8:4;a0+0x10:4;a2+0xc:1,,0,mask 0x7;sz 0x8;sz 0xc;mask 0xff,2,0,0,0,0.65
0x0010ee50,FUN_0010ee50,packed_bits_read,core/bitstream,real_c,a0=ptr;a1=ptr;a2=int;a3=int,ptr,a0+0x0:1;a0+0x4:4p;a0+0xc:4;a0+0x10:4;a1+0xc:1,,0,mask 0x7;sz 0x8;sz 0xc;mask 0xff,3,0,0,0,0.65
0x00114cf0,FUN_00114cf0,FUN_00114cf0,,real_logic,a0=int;a1=-;a2=-;a3=-,void,,,0,lui 0x6f0000,0,0,0,0,0.45
0x001153f0,FUN_001153f0,FUN_001153f0,,pseudo_stub,a0=ptr;a1=int;a2=int;a3=int,ret,a0+0x1944:4,0x00115430;0x00115460,0,lui 0x10000,0,0,0,0,0.50
0x00115430,FUN_00115430,FUN_00115430,,real_logic,a0=ptr;a1=-;a2=-;a3=-,ptr,a0+0x1944:4,,0,lui 0x10000,0,0,0,0,0.50
0x00115460,FUN_00115460,FUN_00115460,,real_logic,a0=-;a1=-;a2=-;a3=-,void,,,0,lui 0x50000,0,0,0,0,0.35
0x0011c0c0,FUN_0011c0c0,FUN_0011c0c0,,pseudo_stub,a0=ptr;a1=w;a2=-;a3=-,ret,a0+0x0:4p;a0+0x8:4,,1,,1,0,0,0,0.60
0x0011c7e0,FUN_0011c7e0,FUN_0011c7e0,,pseudo_stub,a0=ptr;a1=w;a2=-;a3=-,ret,a0+0x0:4p;a0+0x8:4,,1,,1,0,0,0,0.60
0x0011e790,FUN_0011e790,defaults_init_entity,game/entity,real_c,a0=ptr;a1=int;a2=int;a3=-,void,a0+0x3c:4;a0+0x4c:4;a0+0x50:4;a0+0x54:4;a0+0x5c:1;a0+0x74:4;a0+0xac:1;a0+0xb0:4;a0+0xb4:4;a0+0xb8:4;a0+0xc4:4;a0+0xc8:4;a0+0xcc:4;a0+0xd0:4;a0+0xd4:4;a0+0xd8:4;a0+0xe0:1;a0+0xe4:4,,0,lui 0x3f800000;lui 0x42c80000;lui 0x42ca0000,0,0,0,0,0.50
0x001206f0,FUN_001206f0,FUN_001206f0,,real_logic,a0=ptr;a1=-;a2=-;a3=-,void,a0+0x0:16,,0,,0,0,1,0,0.55
0x00120720,FUN_00120720,FUN_00120720,,real_logic,a0=ptr;a1=-;a2=-;a3=-,void,a0+0x0:16,,0,,0,0,1,0,0.55
0x00120750,FUN_00120750,FUN_00120750,,real_logic,a0=ptr;a1=-;a2=-;a3=-,void,a0+0x0:16,,0,,0,0,1,0,0.55
0x001207c0,FUN_001207c0,FUN_001207c0,,real_logic,a0=ptr;a1=-;a2=-;a3=-,void,a0+0x0:16,,0,,0,0,1,0,0.55
0x001238d0,FUN_001238d0,FUN_001238d0,core/struct,real_logic,a0=ptr;a1=ptr;a2=-;a3=-,ptr,a0+0x0:4f;a0+0x4:4f;a0+0x8:4f;a0+0xc:4f;a1+0x0:4f;a1+0x4:4f;a1+0x8:4f;a1+0xc:4f,,0,,0,1,0,0,0.60
0x0012bda0,FUN_0012bda0,collision_support,physics/collision,real_c,a0=int;a1=int;a2=int;a3=-,int,,,0,lui 0x3f800000;mask 0x7;lui 0x3f000000;lui 0x10000,0,0,0,0,0.45
0x0012bf60,FUN_0012bf60,FUN_0012bf60,,pseudo_stub,a0=int;a1=int;a2=int;a3=int,int,,0x0012c220;0x00540780,0,,0,0,0,0,0.55
0x0012c1f0,FUN_0012c1f0,FUN_0012c1f0,,pseudo_stub,a0=int;a1=int;a2=int;a3=int,int,,0x001aeee0,0,,0,0,0,0,0.55
0x0012c400,FUN_0012c400,FUN_0012c400,,pseudo_stub,a0=ptr;a1=int;a2=ptr;a3=int,ret,a0+0x0:4p;a0+0x4:4p;a0+0x8:4p;a0+0x10:4p;a0+0x28:4;a0+0x2c:4p;a0+0x64:4;a2+0x8:4,0x0012bda0,1,lui 0x3f800000;lui 0xbaad0000,7,0,0,0,0.65
0x0012d570,FUN_0012d570,FUN_0012d570,,pseudo_stub,a0=int;a1=int;a2=int;a3=int,ret,,0x0012c650,0,sz 0x20,0,0,0,0,0.45
0x00134ec0,FUN_00134ec0,FUN_00134ec0,,real_logic,a0=-;a1=-;a2=-;a3=-,ptr,,,0,,0,0,0,0,0.35
0x00136110,FUN_00136110,FUN_00136110,,real_logic,a0=ptr;a1=w;a2=-;a3=-,void,a0+0xa4:4f,,0,sz 0x60,0,1,1,0,0.60
0x0013e950,FUN_0013e950,FUN_0013e950,,real_logic,a0=ptr;a1=int;a2=-;a3=-,ptr,a0+0x0:4f;a0+0x4:4f;a0+0x8:4f,,0,lui 0x6f0000,0,1,0,0,0.55
0x00147a30,FUN_00147a30,FUN_00147a30,,pseudo_stub,a0=int;a1=int;a2=int;a3=int,ret,,0x00151160;0x00151310;0x001865c0;0x00186680;0x0018ccb0;0x00296c70,0,lui 0x610000;lui 0x6f0000,0,0,0,0,0.45
0x00147cc0,FUN_00147cc0,FUN_00147cc0,,pseudo_stub,a0=int;a1=int;a2=int;a3=int,ret,,0x00151160;0x00296c70,0,lui 0x610000,0,0,0,0,0.45
0x00148aa0,FUN_00148aa0,FUN_00148aa0,,pseudo_stub,a0=int;a1=int;a2=int;a3=int,ptr,,0x00114cf0;0x00150710,0,,0,0,0,0,0.55
0x0014b870,FUN_0014b870,FUN_0014b870,,pseudo_stub,a0=int;a1=int;a2=int;a3=int,ret,,0x00151160;0x00296c70,0,lui 0x630000,0,0,0,0,0.45
0x0014b8d0,FUN_0014b8d0,FUN_0014b8d0,,pseudo_stub,a0=int;a1=int;a2=int;a3=int,ret,,0x00151160;0x00296c70,0,lui 0x630000,0,0,0,0,0.45
0x00154d50,FUN_00154d50,FUN_00154d50,,real_logic,a0=int;a1=ptr;a2=int;a3=int,ptr,a1+0x0:4p;a1+0x4:4p;a1+0x8:4p;a1+0xc:4f;a1+0x10:4f;a1+0x14:4f;a1+0x20:4p,,0,lui 0x7f7f0000;mask 0xffffffff;sz 0x14,7,1,0,0,0.65
0x00157010,FUN_00157010,FUN_00157010,,real_logic,a0=ptr;a1=ptr;a2=-;a3=-,int,a0+0x4:4p;a0+0x8:4p;a0+0xa4:4f;a1+0x28:4,,0,lui 0x40000000;lui 0x40200000,2,1,0,0,0.70
0x00157070,FUN_00157070,FUN_00157070,,real_logic,a0=ptr;a1=ptr;a2=-;a3=-,ptr,a0+0x4:4p;a0+0x8:4p;a0+0xa4:4f;a1+0x8:4;a1+0x18:4;a1+0x28:4f,,0,lui 0x3f800000,2,1,0,0,0.70
0x00157440,FUN_00157440,FUN_00157440,,real_logic,a0=ptr;a1=ptr;a2=-;a3=-,int,a0+0x4:4p;a0+0x8:4p;a0+0xac:4f;a1+0x28:4,,0,lui 0x40000000;lui 0x40200000,2,1,0,0,0.70
0x001574a0,FUN_001574a0,FUN_001574a0,,real_logic,a0=ptr;a1=ptr;a2=-;a3=-,ptr,a0+0x4:4p;a0+0x8:4p;a0+0xac:4f;a1+0x8:4;a1+0x18:4;a1+0x28:4f,,0,lui 0x3f800000,2,1,0,0,0.70
0x0015ba30,FUN_0015ba30,vec3_copy,math/vec,real_c,a0=ptr;a1=ptr;a2=-;a3=-,ptr,a0+0x0:4f;a0+0x4:4f;a0+0x8:4f;a0+0xc:4f;a1+0x0:4f;a1+0x4:4f;a1+0x8:4f,,0,,0,1,0,0,0.60
0x00161de0,FUN_00161de0,FUN_00161de0,,real_logic,a0=ptr;a1=ptr;a2=ptr;a3=int,ptr,a0+0x0:16;a1+0x0:4f;a1+0x10:4f;a1+0x14:4f;a1+0x18:4f;a2+0x0:4f;a2+0x4:4f;a2+0x8:4f,,0,lui 0x3f800000;lui 0x40000000;sz 0x10,0,1,1,0,0.70
0x00165e70,FUN_00165e70,accessor_fields,core/struct,real_c,a0=ptr;a1=ptr;a2=int;a3=int,ptr,a0+0x0:4f;a0+0x4:4f;a0+0x8:4p;a0+0x60:4f;a0+0x64:4p;a0+0x68:4f;a0+0x6c:4f;a0+0x78:4f;a0+0x7c:4p;a0+0x80:4f;a0+0x84:4f;a0+0x88:1;a0+0x9c:4f;a0+0x894:4;a1+0x0:4f,,0,lui 0x3f800000,13,1,0,0,0.70
0x0016a110,FUN_0016a110,FUN_0016a110,,real_logic,a0=ptr;a1=int;a2=int;a3=-,ptr,a0+0x0:4p;a0+0x2c:4p;a0+0x40:4f;a0+0x44:4f;a0+0x48:4f;a0+0x78:4p;a0+0x1e0:4f;a0+0x1f8:4f,,0,lui 0x35060000;lui 0x3f800000,5,1,0,0,0.65
0x0016b030,FUN_0016b030,FUN_0016b030,,real_logic,a0=ptr;a1=int;a2=int;a3=int,ptr,a0+0x0:4f;a0+0x10:4f;a0+0x14:4f;a0+0x18:4f;a0+0x190:4f;a0+0x194:4f;a0+0x198:4f;a0+0x209:1;a0+0x218:4f,,0,lui 0x3f800000;sz 0x510,0,1,1,0,0.60
0x0017a230,FUN_0017a230,FUN_0017a230,,pseudo_stub,a0=ptr;a1=int;a2=int;a3=int,ret,a0+0x0:4f;a0+0x4:4p;a0+0x8:4p;a0+0xc:4p;a0+0x10:4p;a0+0x1c:4p,0x0058d7c0,0,lui 0x3f800000,20,1,0,0,0.65
0x00181500,FUN_00181500,FUN_00181500,,pseudo_stub,a0=ptr;a1=ptr;a2=int;a3=int,ret,a0+0x28:4;a1+0x38:4,0x0017af20,0,,0,0,0,0,0.55
0x00183650,FUN_00183650,FUN_00183650,,pseudo_stub,a0=ptr;a1=int;a2=int;a3=int,void,a0+0x0:4f,0x0043bc40,0,lui 0x40000000,0,1,0,0,0.65
0x00184810,FUN_00184810,FUN_00184810,,pseudo_stub,a0=int;a1=int;a2=int;a3=int,ret,,0x00189fc0,0,mask 0xff,0,0,0,0,0.45
0x00185250,FUN_00185250,FUN_00185250,,pseudo_stub,a0=ptr;a1=int;a2=int;a3=int,int,a0+0x10:4p;a0+0x1c:4,0x0018a960;0x0018ddc0,0,lui 0x3f7f0000,1,1,0,0,0.75
0x00188080,FUN_00188080,FUN_00188080,,pseudo_stub,a0=ptr;a1=int;a2=ptr;a3=ptr,ret,a0+0x8:4p;a0+0x10:4p;a0+0x14:4;a0+0x18:4p;a2+0x0:4;a3+0x0:4,0x00189d40;0x0018ae80;0x0018b4f0;0x0018bd00,0,lui 0x6a0000;sz 0xb8;sz 0x50,5,0,0,0,0.70
0x00189cf0,FUN_00189cf0,FUN_00189cf0,,pseudo_stub,a0=ptr;a1=int;a2=int;a3=int,ptr,a0+0x4:4;a0+0x8:4p,0x00189130,0,,1,0,0,0,0.70
0x00189d40,FUN_00189d40,FUN_00189d40,,pseudo_stub,a0=ptr;a1=int;a2=int;a3=int,ptr,a0+0x4:4;a0+0x8:4p,0x00189170,0,,1,0,0,0,0.70
0x0018ae20,FUN_0018ae20,FUN_0018ae20,,pseudo_stub,a0=ptr;a1=int;a2=ptr;a3=ptr,ret,a0+0x24:4;a2+0x0:4;a3+0x0:4,0x00189130,0,sz 0x1c;sz 0x4,0,0,0,0,0.60
0x0018ae80,FUN_0018ae80,FUN_0018ae80,,pseudo_stub,a0=ptr;a1=int;a2=ptr;a3=ptr,ret,a0+0x24:4;a2+0x0:4;a3+0x0:4,0x00189170,0,sz 0x1c;sz 0x4,0,0,0,0,0.60
0x0018ddc0,FUN_0018ddc0,FUN_0018ddc0,,real_logic,a0=-;a1=-;a2=-;a3=-,void,,,0,,0,0,0,0,0.35
0x0018f950,FUN_0018f950,FUN_0018f950,,pseudo_stub,a0=ptr;a1=w;a2=-;a3=-,ret,a0+0x0:4p;a0+0x8:4,,1,,1,0,0,0,0.60
0x00190370,FUN_00190370,transform_point_vu0_f,math/matrix,real_c,a0=ptr;a1=int;a2=int;a3=-,void,a0+0x10:16;a0+0x20:16;a0+0x30:16;a0+0x94:4,,0,sz 0xe0;lui 0x3f800000;sz 0x10;sz 0x20;sz 0x30,0,0,1,0,0.55
0x00194f90,FUN_00194f90,FUN_00194f90,,pseudo_stub,a0=ptr;a1=int;a2=int;a3=int,int,a0+0x0:4;a0+0x2c:4p,0x00337690,0,lui 0x700000,1,0,0,0,0.70
0x00195820,FUN_00195820,kart_speed_ratio,game/kart,real_c,a0=ptr;a1=w;a2=int;a3=-,void,a0+0x0:4p;a0+0x2c:4p;a0+0x50:16;a0+0x94:4p;a0+0xe8:4f;a0+0xec:4f;a0+0xf0:4f;a0+0x1b0:4f;a0+0x3e4:4f;a0+0x42c:4f,,0,sz 0x50;sz 0x80,6,1,1,0,0.70
0x00195c80,FUN_00195c80,FUN_00195c80,,pseudo_stub,a0=ptr;a1=ptr;a2=int;a3=int,ret,a0+0x4ec:4f;a0+0x4f0:1;a0+0x4f4:4f;a0+0x4f8:4f;a0+0x4fc:4f;a1+0x0:4f;a1+0x4:4f;a1+0x8:4f,0x00195cd0,0,,0,1,0,0,0.60
0x00195cd0,FUN_00195cd0,FUN_00195cd0,,real_logic,a0=ptr;a1=-;a2=-;a3=-,void,a0+0x4ec:4,,0,,0,0,0,0,0.50
0x001963d0,FUN_001963d0,FUN_001963d0,,real_logic,a0=ptr;a1=int;a2=int;a3=int,ptr,a0+0x0:4p;a0+0x20:16f;a0+0x24:4f;a0+0x28:4f;a0+0x2c:4p;a0+0x40:4f;a0+0x44:4f;a0+0x48:4p;a0+0x54:4f;a0+0x58:4f;a0+0x94:4p;a0+0x1b0:4f;a0+0x428:1;a0+0x42c:4f,,0,sz 0x80;sz 0x20;lui 0x3f800000;sz 0x40;lui 0x38d10000,22,1,1,0,0.70
0x00197870,FUN_00197870,FUN_00197870,,real_logic,a0=ptr;a1=ptr;a2=int;a3=w,ptr,a0+0x0:4p;a0+0x20:16;a0+0x2c:4p;a0+0x314:4f;a0+0x318:4f;a1+0x0:16,,0,lui 0x6f0000;lui 0x690000;sz 0x20;sz 0x3b0,2,1,1,0,0.75
0x00198de0,FUN_00198de0,FUN_00198de0,,pseudo_stub,a0=ptr;a1=int;a2=int;a3=int,ret,a0+0x390:4f,0x00190f60;0x00198ac0,0,sz 0x8;sz 0x4;lui 0x40300000,0,1,0,0,0.55
0x00198e80,FUN_00198e80,FUN_00198e80,,pseudo_stub,a0=int;a1=int;a2=int;a3=int,ret,,0x00190f60,0,,0,0,0,0,0.45
0x00198ed0,FUN_00198ed0,FUN_00198ed0,,pseudo_stub,a0=int;a1=int;a2=int;a3=int,ret,,0x00190f60;0x00196890,0,lui 0x3f800000;sz 0x1bc,0,0,0,0,0.45
0x0019a560,FUN_0019a560,FUN_0019a560,,real_logic,a0=ptr;a1=int;a2=int;a3=int,void,a0+0x10:16;a0+0x20:16;a0+0x30:16;a0+0x40:4;a0+0x44:4f;a0+0x48:4f;a0+0x4c:4f;a0+0x50:4f;a0+0x54:4f;a0+0x58:1;a0+0x59:1;a0+0x5a:1;a0+0x5b:1;a0+0x5c:1;a0+0x5d:1;a0+0x5e:1;a0+0x5f:1;a0+0x60:1;a0+0x61:1;a0+0x62:1;a0+0x70:16;a0+0x80:4;a0+0x84:4;a0+0x88:1;a0+0x89:1;a0+0x8c:4f;a0+0x90:4;a0+0x94:4f;a0+0x98:4;a0+0xa0:16;a0+0xb0:1;a0+0xb1:1;a0+0xb4:4f;a0+0xb8:1;a0+0xbc:4;a0+0xc0:4;a0+0xc4:4;a0+0xc8:4;a0+0xcc:4;a0+0xd0:4f;a0+0xd4:4f;a0+0xd8:4f;a0+0xdc:4f;a0+0xe0:4f;a0+0xe4:4f;a0+0xe8:4f;a0+0xec:1;a0+0xf0:4f;a0+0xf4:1;a0+0xf5:1;a0+0xf8:4f;a0+0xfc:4f;a0+0x100:4;a0+0x104:4;a0+0x108:4f;a0+0x10c:4f;a0+0x110:1;a0+0x111:1;a0+0x114:4f;a0+0x118:4f;a0+0x120:4;a0+0x148:4f;a0+0x14c:4f;a0+0x150:1;a0+0x164:1;a0+0x165:1;a0+0x170:16;a0+0x180:4f;a0+0x184:4f;a0+0x188:4f;a0+0x18c:4f;a0+0x190:4f;a0+0x194:4f;a0+0x198:4f;a0+0x19c:4;a0+0x1a0:4;a0+0x1a4:4f;a0+0x1b0:4f;a0+0x1b4:4;a0+0x1b8:4;a0+0x1bc:4;a0+0x1c0:4;a0+0x1c4:4;a0+0x1c8:4,,0,lui 0x6a0000;sz 0x2160;sz 0x10;sz 0x20;sz 0x30;sz 0xa0,0,1,0,0,0.55
0x0019c8a0,FUN_0019c8a0,FUN_0019c8a0,,pseudo_stub,a0=ptr;a1=w;a2=-;a3=-,ret,a0+0x0:4p;a0+0x8:4,,1,,1,0,0,0,0.60
0x0019d240,FUN_0019d240,FUN_0019d240,,pseudo_stub,a0=ptr;a1=ptr;a2=int;a3=w,ret,a0+0x0:4p;a0+0x4:4p;a0+0x20:4f;a0+0x24:4f;a0+0x28:4f;a0+0x2c:4p;a0+0x30:16;a0+0x38:4p;a0+0x40:4;a0+0x94:4p;a0+0x1e0:4f;a0+0x290:4p;a1+0x0:4,,1,sz 0x10;sz 0x20;sz 0x30,14,1,1,0,0.75
0x0019d330,FUN_0019d330,FUN_0019d330,,real_logic,a0=ptr;a1=w;a2=-;a3=-,ptr,a0+0x0:4p;a0+0x20:16;a0+0x2c:4p;a0+0x94:4p;a0+0x1b0:4f,,0,lui 0x700000;sz 0x30;sz 0x80;sz 0x20,12,1,1,0,0.70
0x0019df10,FUN_0019df10,FUN_0019df10,,pseudo_stub,a0=ptr;a1=w;a2=-;a3=-,ret,a0+0x0:4p;a0+0x8:4,,1,,1,0,0,0,0.60
0x0019e030,FUN_0019e030,FUN_0019e030,,pseudo_stub,a0=ptr;a1=w;a2=-;a3=-,ret,a0+0x0:4p;a0+0x8:4,,1,,1,0,0,0,0.60
0x0019e150,FUN_0019e150,tuning_scale,game/tuning,real_c,a0=ptr;a1=int;a2=int;a3=-,ptr,a0+0x0:4p;a0+0x10:16;a0+0x2c:4p;a0+0x38:4p;a0+0x3c:4f;a0+0x44:1;a0+0x60:4f;a0+0x80:4f;a0+0x94:4p;a0+0xb5:1;a0+0x1b0:4f,,0,lui 0x6f0000;mask 0x1;sz 0x10;sz 0x80,10,1,1,0,0.70
0x0019e920,FUN_0019e920,FUN_0019e920,,pseudo_stub,a0=ptr;a1=w;a2=-;a3=-,ret,a0+0x0:4p;a0+0x8:4,,1,,1,0,0,0,0.60
0x0019ea30,FUN_0019ea30,tuning_scale_b,game/tuning,real_c,a0=ptr;a1=int;a2=int;a3=-,ptr,a0+0x0:4p;a0+0x10:16;a0+0x2c:4p;a0+0x38:4p;a0+0x3c:4f;a0+0x44:1;a0+0x60:4f;a0+0x80:4f;a0+0x94:4p;a0+0x1b0:4f,,0,lui 0x6f0000;sz 0x10;sz 0x80,8,1,1,0,0.70
0x0019f020,FUN_0019f020,FUN_0019f020,,pseudo_stub,a0=ptr;a1=w;a2=-;a3=-,ret,a0+0x0:4p;a0+0x8:4,,1,,1,0,0,0,0.60
0x0019f130,FUN_0019f130,tuning_scale_c,game/tuning,real_c,a0=ptr;a1=int;a2=-;a3=-,ptr,a0+0x0:4p;a0+0x10:16;a0+0x2c:4p;a0+0x3c:4p;a0+0x60:4f;a0+0x80:4f;a0+0x94:4p;a0+0x1b0:4f;a0+0x268:4f,,0,lui 0x6f0000;sz 0x10;sz 0x80,8,1,1,0,0.70
0x0019f6c0,FUN_0019f6c0,FUN_0019f6c0,,pseudo_stub,a0=ptr;a1=w;a2=-;a3=-,ret,a0+0x0:4p;a0+0x8:4,,1,,1,0,0,0,0.60
0x0019f7f0,FUN_0019f7f0,tuning_scale_d,game/tuning,real_c,a0=ptr;a1=int;a2=int;a3=-,ptr,a0+0x0:4p;a0+0x10:16;a0+0x2c:4p;a0+0x38:4p;a0+0x3c:4f;a0+0x44:1;a0+0x60:4f;a0+0x80:4f;a0+0x94:4p;a0+0x1b0:4f,,0,lui 0x6f0000;sz 0x10;sz 0x80,8,1,1,0,0.70
0x0019fdd0,FUN_0019fdd0,FUN_0019fdd0,,pseudo_stub,a0=ptr;a1=w;a2=-;a3=-,ret,a0+0x0:4p;a0+0x8:4,,1,,1,0,0,0,0.60
0x001a1800,FUN_001a1800,kart_state_check,game/kart,real_c,a0=ptr;a1=ptr;a2=int;a3=int,ptr,a0+0x0:4p;a0+0x4:4p;a0+0x10:4p;a0+0x14:4p;a0+0x18:4f;a0+0x1c:4f;a1+0x0:4p;a1+0x4:4p;a1+0x10:16;a1+0x1c:4;a1+0x20:4;a1+0x2c:4p;a1+0x38:4f;a1+0x40:4f;a1+0x49:1;a1+0x50:16;a1+0x78:4p;a1+0x3e0:4;a1+0x429:1;a1+0x42c:4f,,0,lui 0x3f800000;lui 0x40c00000;sz 0x50;sz 0x10;lui 0x40000000;lui 0x40f00000,18,1,0,0,0.70
0x001a1bd0,FUN_001a1bd0,sort_assign_rank,game/ranking,real_c,a0=ptr;a1=int;a2=int;a3=ptr,void,a0+0x8:4;a3+0x0:4,,0,sz 0x4,0,1,0,0,0.60
0x001a82f0,FUN_001a82f0,FUN_001a82f0,,pseudo_stub,a0=ptr;a1=w;a2=-;a3=-,ret,a0+0x4:4p;a0+0x24:4,,1,,1,0,0,0,0.60
0x001a8660,FUN_001a8660,FUN_001a8660,,pseudo_stub,a0=ptr;a1=w;a2=-;a3=-,ret,a0+0x4:4p;a0+0x24:4,,1,,1,0,0,0,0.60
0x001a8d10,FUN_001a8d10,FUN_001a8d10,,pseudo_stub,a0=ptr;a1=ptr;a2=int;a3=int,ret,a0+0x8:4;a1+0x0:1;a1+0x4:4p;a1+0x38:4,0x001a5ab0,0,,1,0,0,0,0.65
0x001a94a0,FUN_001a94a0,FUN_001a94a0,,pseudo_stub,a0=int;a1=ptr;a2=int;a3=int,ret,a1+0x0:1;a1+0x4:4,0x00196800,0,,0,0,0,0,0.50
0x001ab5b0,FUN_001ab5b0,FUN_001ab5b0,,pseudo_stub,a0=int;a1=ptr;a2=int;a3=int,ptr,a1+0x8:4,0x001de100,0,,0,0,0,0,0.60
0x001ab6b0,FUN_001ab6b0,FUN_001ab6b0,,pseudo_stub,a0=int;a1=ptr;a2=int;a3=int,ret,a1+0x0:1;a1+0x4:4,0x00199120,0,,0,0,0,0,0.50
0x001ab880,FUN_001ab880,FUN_001ab880,,pseudo_stub,a0=ptr;a1=ptr;a2=int;a3=int,ptr,a0+0x8:4;a0+0xc:4;a0+0x10:4;a1+0x0:1,0x00337430,0,lui 0x700000,0,0,0,0,0.65
0x001acde0,FUN_001acde0,FUN_001acde0,core/struct,real_logic,a0=ptr;a1=ptr;a2=-;a3=-,ptr,a0+0x0:4f;a0+0x4:4f;a0+0x8:4f;a0+0xc:4f;a1+0x0:4f;a1+0x4:4f;a1+0x8:4f,,0,,0,1,0,0,0.60
0x001b6340,FUN_001b6340,quat_invert,math/quat,real_c,a0=ptr;a1=ptr;a2=ptr;a3=w,ptr,a0+0x0:16p;a0+0x4:4p;a0+0x10:4f;a0+0x14:4p;a0+0x18:4f;a0+0x1c:4f;a0+0x20:4f;a0+0x24:4p;a0+0x28:4f;a0+0x2c:4p;a0+0x30:4p;a0+0x34:4f;a0+0x38:4f;a0+0x3c:4f;a0+0x78:4p;a1+0x0:16;a2+0x0:16f;a2+0x4:4f;a2+0x8:4f,,0,,24,1,1,0,0.80
0x001b82f0,FUN_001b82f0,FUN_001b82f0,core/struct,real_logic,a0=ptr;a1=ptr;a2=-;a3=-,ptr,a0+0x0:4f;a0+0x4:4f;a0+0x8:4f;a0+0xc:4f;a1+0x0:4f;a1+0x4:4f;a1+0x8:4f,,0,,0,1,0,0,0.60
0x001c3470,FUN_001c3470,FUN_001c3470,core/struct,real_logic,a0=ptr;a1=ptr;a2=-;a3=-,ptr,a0+0x0:4f;a0+0x4:4f;a0+0x8:4f;a0+0xc:4f;a1+0x0:4f;a1+0x4:4f;a1+0x8:4f,,0,,0,1,0,0,0.60
0x001c3910,FUN_001c3910,object_init,core/struct,real_c,a0=ptr;a1=int;a2=ptr;a3=int,ptr,a0+0x0:4;a0+0x4:4;a0+0x8:4;a0+0xc:1;a0+0x10:4;a0+0x14:4;a0+0x20:16;a0+0x24:4;a0+0x28:4;a0+0x2c:4;a0+0x30:4f;a0+0x40:16;a0+0x44:4;a0+0x48:4;a0+0x4c:4;a2+0x0:4;a2+0xc:4f;a2+0x10:4f;a2+0x14:4f;a2+0x20:4f;a2+0x30:16,,0,sz 0x20;lui 0x6d0000;lui 0x3f800000;sz 0x40;sz 0x10,0,1,0,0,0.60
0x001ca130,FUN_001ca130,FUN_001ca130,core/struct,real_logic,a0=ptr;a1=ptr;a2=-;a3=-,ptr,a0+0x0:4f;a0+0x4:4f;a0+0x8:4f;a0+0xc:4f;a1+0x0:4f;a1+0x4:4f;a1+0x8:4f;a1+0xc:4f,,0,,0,1,0,0,0.60
0x001ca430,FUN_001ca430,FUN_001ca430,,pseudo_stub,a0=ptr;a1=int;a2=int;a3=int,ret,a0+0x3c:4;a0+0xa8:1,0x00134ec0;0x00184850;0x00198b60,0,lui 0x6f0000;lui 0x690000;sz 0x3e8,0,0,0,0,0.50
0x001cad90,FUN_001cad90,FUN_001cad90,core/struct,real_logic,a0=ptr;a1=ptr;a2=-;a3=-,ptr,a0+0x0:4f;a0+0x4:4f;a0+0x8:4f;a0+0xc:4f;a1+0x0:4f;a1+0x4:4f;a1+0x8:4f,,0,,0,1,0,0,0.60
