address,name,module,status,arg,label,provenance,confidence,hops,vias
0x001daf40,0x001daf40,,,a0,ptr,RETURN_PROPAGATED,0.51,1,0x00238120->0x001daf40
0x001daf40,0x001daf40,,,a1,ptr,RETURN_PROPAGATED,0.51,1,0x001dafd0->0x001daf40
0x001daf40,0x001daf40,,,a2,int,HEURISTIC,0.40,0,0x001dad90->0x001daf40
0x001daf40,0x001daf40,,,a3,ptr,HEURISTIC,0.40,0,0x001dad90->0x001daf40
0x001dafd0,0x001dafd0,,stub_code,a0,Unknown_a0_0_4_8_c,DIRECT,0.95,0,-
0x001dafd0,0x001dafd0,,stub_code,a1,Unknown_a1_0_10,DIRECT,0.90,0,-
0x001dafd0,0x001dafd0,,stub_code,a2,int,HEURISTIC,0.42,2,0x001dad90->0x001dafd0;0x001db090->0x001dafd0
0x001dafd0,0x001dafd0,,stub_code,a3,int,CALL_PROPAGATED,0.42,2,0x001dad90->0x001dafd0;0x001db090->0x001dafd0
0x001dafd0,0x001dafd0,,stub_code,ret,ptr,DIRECT,0.70,0,-
0x001db030,0x001db030,,stub_code,a0,Unknown_a0_4_30,DIRECT,0.90,0,-
0x001db030,0x001db030,,stub_code,a1,int,DIRECT,0.50,0,-
0x001db030,0x001db030,,stub_code,a2,int,DIRECT,0.50,0,-
0x001db030,0x001db030,,stub_code,a3,int,DIRECT,0.50,0,-
0x001db030,0x001db030,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001db090,0x001db090,,stub_code,a0,Unknown_a0_d0,DIRECT,0.75,0,-
0x001db090,0x001db090,,stub_code,a1,int,DIRECT,0.50,1,-;0x001db030->0x001db090;0x001db160->0x001db090
0x001db090,0x001db090,,stub_code,a2,int,DIRECT,0.50,1,-;0x001db030->0x001db090;0x001db160->0x001db090
0x001db090,0x001db090,,stub_code,a3,int,DIRECT,0.50,1,-;0x001db030->0x001db090;0x001db160->0x001db090
0x001db090,0x001db090,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001db160,0x001db160,,stub_code,a0,Unknown_a0_4_30,DIRECT,0.90,0,-
0x001db160,0x001db160,,stub_code,a1,int,DIRECT,0.50,0,-
0x001db160,0x001db160,,stub_code,a2,int,DIRECT,0.50,0,-
0x001db160,0x001db160,,stub_code,a3,int,DIRECT,0.50,0,-
0x001db160,0x001db160,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001db250,0x001db250,,stub_code,a0,int,DIRECT,0.50,0,-
0x001db250,0x001db250,,stub_code,a1,int,DIRECT,0.50,0,-
0x001db250,0x001db250,,stub_code,a2,int,DIRECT,0.50,0,-
0x001db250,0x001db250,,stub_code,a3,int,DIRECT,0.50,0,-
0x001db250,0x001db250,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001db2d0,0x001db2d0,,stub_code,a0,Unknown_a0_4_30,DIRECT,0.90,0,-
0x001db2d0,0x001db2d0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001db2d0,0x001db2d0,,stub_code,ret,ptr,DIRECT,0.70,0,-
0x001db300,0x001db300,,stub_code,a0,Unknown_a0_4_8,DIRECT,0.90,0,-
0x001db300,0x001db300,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001db370,0x001db370,,,a0,ptr,HEURISTIC,0.40,0,0x0012fb20->0x001db370
0x001db370,0x001db370,,,a1,int,HEURISTIC,0.40,0,0x0012fb20->0x001db370
0x001db370,0x001db370,,,a2,int,CALL_PROPAGATED,0.42,1,0x0012fb20->0x001db370;0x0013f620->0x001db370
0x001db370,0x001db370,,,a3,int,CALL_PROPAGATED,0.42,1,0x0012fb20->0x001db370;0x0013f620->0x001db370
0x001db3b0,0x001db3b0,,stub_code,a0,int,DIRECT,0.50,0,-
0x001db3b0,0x001db3b0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001db3b0,0x001db3b0,,stub_code,a2,int,DIRECT,0.50,0,-
0x001db3b0,0x001db3b0,,stub_code,a3,int,DIRECT,0.50,0,-
0x001db3b0,0x001db3b0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001db410,0x001db410,,stub_code,a0,Unknown_a0_4_8,DIRECT,0.90,0,-
0x001db410,0x001db410,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001db460,0x001db460,,stub_code,a0,int,DIRECT,0.50,0,-
0x001db460,0x001db460,,stub_code,a1,int,DIRECT,0.50,0,-
0x001db460,0x001db460,,stub_code,a2,int,DIRECT,0.50,1,-;0x0013f620->0x001db460
0x001db460,0x001db460,,stub_code,a3,int,DIRECT,0.50,1,-;0x0013f620->0x001db460
0x001db460,0x001db460,,stub_code,ret,int,DIRECT,0.70,0,-
0x001db4c0,0x001db4c0,,stub_code,a0,int,DIRECT,0.50,0,-
0x001db4c0,0x001db4c0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001db4c0,0x001db4c0,,stub_code,a2,int,DIRECT,0.50,0,-
0x001db4c0,0x001db4c0,,stub_code,a3,int,DIRECT,0.50,1,-;0x001db610->0x001db4c0
0x001db4c0,0x001db4c0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001db580,0x001db580,,stub_code,a0,Unknown_a0_18,DIRECT,0.75,0,-
0x001db580,0x001db580,,stub_code,a1,int,DIRECT,0.50,1,-;0x001db4c0->0x001db580
0x001db580,0x001db580,,stub_code,a2,int,DIRECT,0.50,1,-;0x001db4c0->0x001db580
0x001db580,0x001db580,,stub_code,a3,int,DIRECT,0.50,2,-;0x001db4c0->0x001db580
0x001db580,0x001db580,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001db610,0x001db610,,stub_code,a0,ptr,STRUCT_FIELD,0.55,0,-
0x001db610,0x001db610,,stub_code,a1,int,DIRECT,0.50,0,-
0x001db610,0x001db610,,stub_code,a2,int,DIRECT,0.50,0,-
0x001db610,0x001db610,,stub_code,a3,int,DIRECT,0.50,0,-
0x001db610,0x001db610,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001dbea0,FUN_001dbea0,core/struct,real_logic,a0,Unknown_a0_0_4_8_c,DIRECT,0.95,0,-
0x001dbea0,FUN_001dbea0,core/struct,real_logic,a1,Unknown_a1_0_4_8_c,DIRECT,0.95,0,-
0x001dbea0,FUN_001dbea0,core/struct,real_logic,a2,ptr,HEURISTIC,0.40,0,0x001db610->0x001dbea0
0x001dbea0,FUN_001dbea0,core/struct,real_logic,a3,int,CALL_PROPAGATED,0.42,1,0x001db610->0x001dbea0
0x001dbea0,FUN_001dbea0,core/struct,real_logic,ret,ptr,DIRECT,0.70,0,-
0x001dbee0,0x001dbee0,,stub_code,a0,Unknown_a0_0_4_8_c,DIRECT,0.95,0,-
0x001dbee0,0x001dbee0,,stub_code,a1,Unknown_a1_0_10,DIRECT,0.90,0,-
0x001dbee0,0x001dbee0,,stub_code,a2,ptr,HEURISTIC,0.40,0,0x001db610->0x001dbee0
0x001dbee0,0x001dbee0,,stub_code,a3,int,CALL_PROPAGATED,0.42,1,0x001db610->0x001dbee0
0x001dbee0,0x001dbee0,,stub_code,ret,ptr,DIRECT,0.70,0,-
0x001dbf40,0x001dbf40,,stub_code,a0,Unknown_a0_8,DIRECT,0.75,0,-
0x001dbf40,0x001dbf40,,stub_code,a1,int,DIRECT,0.50,0,-
0x001dbf40,0x001dbf40,,stub_code,a2,int,DIRECT,0.50,0,-
0x001dbf40,0x001dbf40,,stub_code,a3,int,DIRECT,0.50,0,-
0x001dbf40,0x001dbf40,,stub_code,ret,ptr,DIRECT,0.70,0,-
0x001dc050,0x001dc050,,stub_code,a0,int,DIRECT,0.50,0,-
0x001dc050,0x001dc050,,stub_code,a1,int,DIRECT,0.50,0,-
0x001dc050,0x001dc050,,stub_code,a2,int,DIRECT,0.50,1,-;0x001d6170->0x001dc050
0x001dc050,0x001dc050,,stub_code,a3,int,DIRECT,0.50,2,-;0x001d6170->0x001dc050
0x001dc050,0x001dc050,,stub_code,ret,int,DIRECT,0.70,0,-
0x001dc100,0x001dc100,,stub_code,a0,int,DIRECT,0.50,0,-
0x001dc100,0x001dc100,,stub_code,a1,int,DIRECT,0.50,0,-
0x001dc100,0x001dc100,,stub_code,a2,int,DIRECT,0.50,1,-;0x001d6220->0x001dc100
0x001dc100,0x001dc100,,stub_code,a3,int,DIRECT,0.50,1,-;0x001d6220->0x001dc100
0x001dc100,0x001dc100,,stub_code,ret,int,DIRECT,0.70,0,-
0x001dc190,0x001dc190,,stub_code,a0,int,DIRECT,0.50,0,-
0x001dc190,0x001dc190,,stub_code,a1,int,DIRECT,0.50,0,-
0x001dc190,0x001dc190,,stub_code,a2,int,DIRECT,0.50,0,-
0x001dc190,0x001dc190,,stub_code,a3,int,DIRECT,0.50,0,-
0x001dc190,0x001dc190,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001dc200,0x001dc200,,stub_code,a0,Unknown_a0_d0,DIRECT,0.75,0,-
0x001dc200,0x001dc200,,stub_code,a1,int,DIRECT,0.50,1,-;0x001dcbe0->0x001dc200
0x001dc200,0x001dc200,,stub_code,a2,int,DIRECT,0.50,1,-;0x001dcbe0->0x001dc200
0x001dc200,0x001dc200,,stub_code,a3,int,DIRECT,0.50,1,-;0x001dcbe0->0x001dc200
0x001dc200,0x001dc200,,stub_code,ret,ptr,DIRECT,0.70,0,-
0x001dc6b0,0x001dc6b0,,stub_code,a0,ptr,STRUCT_FIELD,0.55,0,-
0x001dc6b0,0x001dc6b0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001dc6b0,0x001dc6b0,,stub_code,a2,int,DIRECT,0.50,0,-
0x001dc6b0,0x001dc6b0,,stub_code,a3,int,DIRECT,0.50,0,-
0x001dc6b0,0x001dc6b0,,stub_code,ret,int,DIRECT,0.70,0,-
0x001dc8c0,0x001dc8c0,,stub_code,a0,ptr,STRUCT_FIELD,0.55,0,-
0x001dc8c0,0x001dc8c0,,stub_code,a1,int,DIRECT,0.50,1,-;0x001dcbe0->0x001dc8c0
0x001dc8c0,0x001dc8c0,,stub_code,a2,int,DIRECT,0.50,1,-;0x001dcbe0->0x001dc8c0
0x001dc8c0,0x001dc8c0,,stub_code,a3,int,DIRECT,0.50,1,-;0x001dcbe0->0x001dc8c0
0x001dc8c0,0x001dc8c0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001dcbe0,0x001dcbe0,,stub_code,a0,int,DIRECT,0.50,0,-
0x001dcbe0,0x001dcbe0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001dcbe0,0x001dcbe0,,stub_code,a2,int,DIRECT,0.50,0,-
0x001dcbe0,0x001dcbe0,,stub_code,a3,int,DIRECT,0.50,0,-
0x001dcbe0,0x001dcbe0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001dcd70,0x001dcd70,,stub_code,a0,Unknown_a0_4_30,DIRECT,0.90,0,-
0x001dcd70,0x001dcd70,,stub_code,a1,int,DIRECT,0.50,0,-
0x001dcd70,0x001dcd70,,stub_code,a2,int,DIRECT,0.50,0,-
0x001dcd70,0x001dcd70,,stub_code,a3,int,DIRECT,0.50,0,-
0x001dcd70,0x001dcd70,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001dcdd0,0x001dcdd0,,stub_code,a0,int,DIRECT,0.50,0,-
0x001dcdd0,0x001dcdd0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001dcdd0,0x001dcdd0,,stub_code,a2,int,DIRECT,0.50,0,-
0x001dcdd0,0x001dcdd0,,stub_code,a3,int,DIRECT,0.50,0,-
0x001dcdd0,0x001dcdd0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001dcf90,0x001dcf90,,stub_code,a0,ptr,STRUCT_FIELD,0.55,0,-
0x001dcf90,0x001dcf90,,stub_code,a1,int,DIRECT,0.50,0,-
0x001dcf90,0x001dcf90,,stub_code,a2,int,DIRECT,0.50,0,-
0x001dcf90,0x001dcf90,,stub_code,a3,int,DIRECT,0.50,0,-
0x001dcf90,0x001dcf90,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001dd0c0,0x001dd0c0,,stub_code,a0,int,DIRECT,0.50,0,-
0x001dd0c0,0x001dd0c0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001dd0c0,0x001dd0c0,,stub_code,a2,int,DIRECT,0.50,0,-
0x001dd0c0,0x001dd0c0,,stub_code,a3,int,DIRECT,0.50,0,-
0x001dd0c0,0x001dd0c0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001dd450,0x001dd450,,stub_code,a0,ptr,STRUCT_FIELD,0.55,1,-;0x001dcf90->0x001dd450
0x001dd450,0x001dd450,,stub_code,a1,int,DIRECT,0.50,1,-;0x001dcbe0->0x001dd450;0x001dcd70->0x001dd450
0x001dd450,0x001dd450,,stub_code,a2,int,DIRECT,0.50,2,-;0x001dc200->0x001dd450;0x001dcbe0->0x001dd450;0x001dcd70->0x001dd450;0x001dcf90->0x001dd450
0x001dd450,0x001dd450,,stub_code,a3,int,DIRECT,0.50,2,-;0x001dc200->0x001dd450;0x001dcbe0->0x001dd450;0x001dcd70->0x001dd450;0x001dcdd0->0x001dd450;0x001dcf90->0x001dd450
0x001dd450,0x001dd450,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001dd560,0x001dd560,,,a0,ptr,RETURN_PROPAGATED,0.51,1,0x00238120->0x001dd560
0x001dd560,0x001dd560,,,a1,ptr,RETURN_PROPAGATED,0.51,1,0x001dd5f0->0x001dd560
0x001dd560,0x001dd560,,,a2,int,HEURISTIC,0.40,0,0x001dd450->0x001dd560
0x001dd560,0x001dd560,,,a3,ptr,HEURISTIC,0.40,0,0x001dd450->0x001dd560
0x001dd5f0,0x001dd5f0,,stub_code,a0,Unknown_a0_0_4_8_c,DIRECT,0.95,0,-
0x001dd5f0,0x001dd5f0,,stub_code,a1,Unknown_a1_0_10,DIRECT,0.90,0,-
0x001dd5f0,0x001dd5f0,,stub_code,a2,int,CALL_PROPAGATED,0.42,3,0x001dd450->0x001dd5f0
0x001dd5f0,0x001dd5f0,,stub_code,a3,int,CALL_PROPAGATED,0.42,3,0x001dd450->0x001dd5f0
0x001dd5f0,0x001dd5f0,,stub_code,ret,ptr,DIRECT,0.70,0,-
0x001dd6b0,0x001dd6b0,,stub_code,a0,Unknown_a0_4_8,DIRECT,0.90,0,-
0x001dd6b0,0x001dd6b0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001dd720,0x001dd720,,,a0,ptr,HEURISTIC,0.40,0,0x0012fb20->0x001dd720
0x001dd720,0x001dd720,,,a1,int,HEURISTIC,0.40,0,0x0012fb20->0x001dd720
0x001dd720,0x001dd720,,,a2,int,CALL_PROPAGATED,0.42,1,0x0012fb20->0x001dd720;0x0013f620->0x001dd720
0x001dd720,0x001dd720,,,a3,int,CALL_PROPAGATED,0.42,1,0x0012fb20->0x001dd720;0x0013f620->0x001dd720
0x001dd760,0x001dd760,,stub_code,a0,int,DIRECT,0.50,0,-
0x001dd760,0x001dd760,,stub_code,a1,int,DIRECT,0.50,0,-
0x001dd760,0x001dd760,,stub_code,a2,int,DIRECT,0.50,0,-
0x001dd760,0x001dd760,,stub_code,a3,int,DIRECT,0.50,0,-
0x001dd760,0x001dd760,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001dd7c0,0x001dd7c0,,stub_code,a0,ptr,STRUCT_FIELD,0.55,0,-
0x001dd7c0,0x001dd7c0,,stub_code,a1,int,DIRECT,0.50,1,-;0x001dd940->0x001dd7c0
0x001dd7c0,0x001dd7c0,,stub_code,a2,int,DIRECT,0.50,1,-;0x001dd940->0x001dd7c0
0x001dd7c0,0x001dd7c0,,stub_code,a3,int,DIRECT,0.50,1,-;0x001db610->0x001dd7c0;0x001dd940->0x001dd7c0
0x001dd7c0,0x001dd7c0,,stub_code,ret,ptr,DIRECT,0.70,0,-
0x001dd940,0x001dd940,,stub_code,a0,int,DIRECT,0.50,0,-
0x001dd940,0x001dd940,,stub_code,a1,int,DIRECT,0.50,0,-
0x001dd940,0x001dd940,,stub_code,a2,int,DIRECT,0.50,0,-
0x001dd940,0x001dd940,,stub_code,a3,int,DIRECT,0.50,0,-
0x001dd940,0x001dd940,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001dda00,0x001dda00,,stub_code,a0,Unknown_a0_0_10,DIRECT,0.90,0,-
0x001dda00,0x001dda00,,stub_code,a1,Unknown_a1_0_4_8_c,DIRECT,0.95,0,-
0x001dda00,0x001dda00,,stub_code,a2,int,DIRECT,0.50,1,-;0x001dd940->0x001dda00
0x001dda00,0x001dda00,,stub_code,a3,int,CALL_PROPAGATED,0.42,1,0x001dd940->0x001dda00
0x001dda00,0x001dda00,,stub_code,ret,ptr,DIRECT,0.70,0,-
0x001dda70,0x001dda70,,stub_code,a0,int,DIRECT,0.50,0,-
0x001dda70,0x001dda70,,stub_code,a1,int,DIRECT,0.50,0,-
0x001dda70,0x001dda70,,stub_code,a2,int,DIRECT,0.50,0,-
0x001dda70,0x001dda70,,stub_code,a3,int,DIRECT,0.50,0,-
0x001dda70,0x001dda70,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001ddcc0,0x001ddcc0,,stub_code,a0,int,DIRECT,0.50,0,-
0x001ddcc0,0x001ddcc0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001ddcc0,0x001ddcc0,,stub_code,a2,int,DIRECT,0.50,0,-
0x001ddcc0,0x001ddcc0,,stub_code,a3,int,DIRECT,0.50,0,-
0x001ddcc0,0x001ddcc0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001ddd50,0x001ddd50,,stub_code,a0,Unknown_a0_4_8,DIRECT,0.90,0,-
0x001ddd50,0x001ddd50,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001ddda0,0x001ddda0,,stub_code,a0,int,DIRECT,0.50,0,-
0x001ddda0,0x001ddda0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001ddda0,0x001ddda0,,stub_code,a2,int,DIRECT,0.50,1,-;0x0013f620->0x001ddda0
0x001ddda0,0x001ddda0,,stub_code,a3,int,DIRECT,0.50,1,-;0x0013f620->0x001ddda0
0x001ddda0,0x001ddda0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001dde00,0x001dde00,,stub_code,a0,Unknown_a0_0_8_14_1e_28_38_40_a8_114,DIRECT,0.95,0,-
0x001dde00,0x001dde00,,stub_code,a1,int,DIRECT,0.50,0,-
0x001dde00,0x001dde00,,stub_code,a2,int,DIRECT,0.50,0,-
0x001dde00,0x001dde00,,stub_code,a3,int,DIRECT,0.50,0,-
0x001dde00,0x001dde00,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001ddeb0,0x001ddeb0,,stub_code,a0,int,DIRECT,0.50,0,-
0x001ddeb0,0x001ddeb0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001ddeb0,0x001ddeb0,,stub_code,a2,int,DIRECT,0.50,0,-
0x001ddeb0,0x001ddeb0,,stub_code,a3,int,DIRECT,0.50,0,-
0x001ddeb0,0x001ddeb0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001ddf00,0x001ddf00,,stub_code,a0,int,DIRECT,0.50,0,-
0x001ddf00,0x001ddf00,,stub_code,a1,int,DIRECT,0.50,0,-
0x001ddf00,0x001ddf00,,stub_code,a2,int,DIRECT,0.50,0,-
0x001ddf00,0x001ddf00,,stub_code,a3,int,DIRECT,0.50,2,-;0x001d5bb0->0x001ddf00
0x001ddf00,0x001ddf00,,stub_code,ret,ptr,DIRECT,0.70,0,-
0x001de080,0x001de080,,stub_code,a0,int,DIRECT,0.50,0,-
0x001de080,0x001de080,,stub_code,a1,int,DIRECT,0.50,0,-
0x001de080,0x001de080,,stub_code,a2,int,DIRECT,0.50,0,-
0x001de080,0x001de080,,stub_code,a3,int,DIRECT,0.50,0,-
0x001de080,0x001de080,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001de100,0x001de100,,,a0,Unknown_a1_8,CALL_PROPAGATED,0.64,1,0x001ab5b0->0x001de100
0x001de100,0x001de100,,,a1,Unknown_a1_8,CALL_PROPAGATED,0.64,1,0x001ab5b0->0x001de100
0x001de100,0x001de100,,,a2,int,CALL_PROPAGATED,0.42,1,0x001ab5b0->0x001de100
0x001de100,0x001de100,,,a3,int,CALL_PROPAGATED,0.42,1,0x001ab5b0->0x001de100
0x001de110,0x001de110,,stub_code,a0,Unknown_a0_4_30,DIRECT,0.90,0,-
0x001de110,0x001de110,,stub_code,a1,int,DIRECT,0.50,0,-
0x001de110,0x001de110,,stub_code,a2,int,DIRECT,0.50,0,-
0x001de110,0x001de110,,stub_code,a3,int,DIRECT,0.50,0,-
0x001de110,0x001de110,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001de200,0x001de200,,stub_code,a0,Unknown_a0_4_40,DIRECT,0.90,0,-
0x001de200,0x001de200,,stub_code,a1,ptr,STRUCT_FIELD,0.55,0,-
0x001de200,0x001de200,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001de270,0x001de270,,stub_code,a0,Unknown_a0_4_8,DIRECT,0.90,0,-
0x001de270,0x001de270,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001de2c0,0x001de2c0,,stub_code,a0,int,DIRECT,0.50,0,-
0x001de2c0,0x001de2c0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001de2c0,0x001de2c0,,stub_code,a2,int,DIRECT,0.50,1,-;0x0012fb20->0x001de2c0;0x0013f620->0x001de2c0
0x001de2c0,0x001de2c0,,stub_code,a3,int,DIRECT,0.50,1,-;0x0012fb20->0x001de2c0;0x0013f620->0x001de2c0
0x001de2c0,0x001de2c0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001de300,0x001de300,,stub_code,a0,int,DIRECT,0.50,0,-
0x001de300,0x001de300,,stub_code,a1,int,DIRECT,0.50,0,-
0x001de300,0x001de300,,stub_code,a2,int,DIRECT,0.50,0,-
0x001de300,0x001de300,,stub_code,a3,int,DIRECT,0.50,0,-
0x001de300,0x001de300,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001de360,0x001de360,,stub_code,a0,Unknown_a0_4_8,DIRECT,0.90,0,-
0x001de360,0x001de360,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001de3b0,0x001de3b0,,stub_code,a0,int,DIRECT,0.50,0,-
0x001de3b0,0x001de3b0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001de3b0,0x001de3b0,,stub_code,a2,int,DIRECT,0.50,1,-;0x0013f620->0x001de3b0
0x001de3b0,0x001de3b0,,stub_code,a3,int,DIRECT,0.50,1,-;0x0013f620->0x001de3b0
0x001de3b0,0x001de3b0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001de3f0,0x001de3f0,,stub_code,a0,ptr,STRUCT_FIELD,0.55,0,-
0x001de3f0,0x001de3f0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001de3f0,0x001de3f0,,stub_code,a2,int,DIRECT,0.50,0,-
0x001de3f0,0x001de3f0,,stub_code,a3,int,DIRECT,0.50,0,-
0x001de3f0,0x001de3f0,,stub_code,ret,ptr,DIRECT,0.70,0,-
0x001de510,0x001de510,,stub_code,a0,int,DIRECT,0.50,0,-
0x001de510,0x001de510,,stub_code,a1,int,DIRECT,0.50,0,-
0x001de510,0x001de510,,stub_code,a2,int,DIRECT,0.50,0,-
0x001de510,0x001de510,,stub_code,a3,int,DIRECT,0.50,0,-
0x001de510,0x001de510,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001de560,0x001de560,,stub_code,a0,int,DIRECT,0.50,0,-
0x001de560,0x001de560,,stub_code,a1,int,DIRECT,0.50,0,-
0x001de560,0x001de560,,stub_code,a2,int,DIRECT,0.50,0,-
0x001de560,0x001de560,,stub_code,a3,int,DIRECT,0.50,0,-
0x001de560,0x001de560,,stub_code,ret,int,DIRECT,0.70,0,-
0x001de5e0,0x001de5e0,,stub_code,a0,int,DIRECT,0.50,0,-
0x001de5e0,0x001de5e0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001de5e0,0x001de5e0,,stub_code,a2,int,DIRECT,0.50,0,-
0x001de5e0,0x001de5e0,,stub_code,a3,int,DIRECT,0.50,0,-
0x001de5e0,0x001de5e0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001de650,0x001de650,,stub_code,a0,Unknown_a0_4_30,DIRECT,0.90,0,-
0x001de650,0x001de650,,stub_code,a1,int,DIRECT,0.50,0,-
0x001de650,0x001de650,,stub_code,a2,int,DIRECT,0.50,0,-
0x001de650,0x001de650,,stub_code,a3,int,DIRECT,0.50,0,-
0x001de650,0x001de650,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001de6b0,0x001de6b0,,stub_code,a0,int,DIRECT,0.50,0,-
0x001de6b0,0x001de6b0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001de6b0,0x001de6b0,,stub_code,a2,int,DIRECT,0.50,0,-
0x001de6b0,0x001de6b0,,stub_code,a3,int,DIRECT,0.50,0,-
0x001de6b0,0x001de6b0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001de750,0x001de750,,stub_code,a0,Unknown_a0_4_30,DIRECT,0.90,0,-
0x001de750,0x001de750,,stub_code,a1,int,DIRECT,0.50,0,-
0x001de750,0x001de750,,stub_code,a2,int,DIRECT,0.50,0,-
0x001de750,0x001de750,,stub_code,a3,int,DIRECT,0.50,0,-
0x001de750,0x001de750,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001de850,0x001de850,,stub_code,a0,Unknown_a0_4_8,DIRECT,0.90,0,-
0x001de850,0x001de850,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001de8a0,0x001de8a0,,stub_code,a0,int,DIRECT,0.50,0,-
0x001de8a0,0x001de8a0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001de8a0,0x001de8a0,,stub_code,a2,int,DIRECT,0.50,1,-;0x0012fb20->0x001de8a0;0x0013f620->0x001de8a0
0x001de8a0,0x001de8a0,,stub_code,a3,int,DIRECT,0.50,1,-;0x0012fb20->0x001de8a0;0x0013f620->0x001de8a0
0x001de8a0,0x001de8a0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001de8e0,0x001de8e0,,stub_code,a0,int,DIRECT,0.50,0,-
0x001de8e0,0x001de8e0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001de8e0,0x001de8e0,,stub_code,a2,int,DIRECT,0.50,0,-
0x001de8e0,0x001de8e0,,stub_code,a3,int,DIRECT,0.50,0,-
0x001de8e0,0x001de8e0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001de9d0,0x001de9d0,,stub_code,a0,int,DIRECT,0.50,0,-
0x001de9d0,0x001de9d0,,stub_code,a1,int,DIRECT,0.50,0,-
0x001de9d0,0x001de9d0,,stub_code,a2,int,DIRECT,0.50,0,-
0x001de9d0,0x001de9d0,,stub_code,a3,int,DIRECT,0.50,0,-
0x001de9d0,0x001de9d0,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
0x001dea10,0x001dea10,,stub_code,a0,Unknown_a0_4_8,DIRECT,0.90,0,-
0x001dea10,0x001dea10,,stub_code,ret,ptr,RETURN_PROPAGATED,0.70,0,-
